event_id	pos_id	exon_a	exon_b	exon_c	intron_a	strand	gene_id	gene_name	label	SRR601500_junction_a_start	SRR601500_junction_a_end	SRR601500_junction_a	SRR601500_PSI	SRR604528_junction_a_start	SRR604528_junction_a_end	SRR604528_junction_a	SRR604528_PSI
RI_8741	RI@chr1@109282731-109283074	chr1:109282680-109282731	chr1:109283074-109283221	chr1:109282680-109283221	chr1:109282731-109283074	-	ENSG00000134222.16	PSRC1	unannotated	89	44	0	1.0	24	15	0	1.0
RI_8742	RI@chr1@109282736-109283063	chr1:109282680-109282736	chr1:109283063-109283221	chr1:109282680-109283221	chr1:109282736-109283063	-	ENSG00000134222.16	PSRC1	unannotated	46	6	31	0.45614035087719296	11	1	10	0.375
RI_8743	RI@chr1@109282789-109283074	chr1:109282680-109282789	chr1:109283074-109283221	chr1:109282680-109283221	chr1:109282789-109283074	-	ENSG00000134222.16	PSRC1	unannotated	38	44	0	1.0	14	15	0	1.0
RI_8744	RI@chr1@109489100-109489930	chr1:109488847-109489100	chr1:109489930-109490128	chr1:109488847-109490128	chr1:109489100-109489930	+	ENSG00000162650.17	ATXN7L2	annotated	13	16	14	0.5087719298245614	0	11	8	
RI_8745	RI@chr1@109491717-109492027	chr1:109490922-109491717	chr1:109492027-109492104	chr1:109490922-109492104	chr1:109491717-109492027	+	ENSG00000162650.17	ATXN7L2	annotated	8	3	19	0.22448979591836735	0	0	7	
RI_8746	RI@chr1@109543475-109545311	chr1:109542422-109543475	chr1:109545311-109547260	chr1:109542422-109547260	chr1:109543475-109545311	+	ENSG00000156097.13	GPR61	annotated	18	1	0		3	1	0	
RI_8747	RI@chr1@109544639-109545311	chr1:109542422-109544639	chr1:109545311-109547260	chr1:109542422-109547260	chr1:109544639-109545311	+	ENSG00000156097.13	GPR61	annotated	4	1	12	0.1724137931034483	0	1	4	
RI_8748	RI@chr1@109545373-109546728	chr1:109545311-109545373	chr1:109546728-109547260	chr1:109545311-109547260	chr1:109545373-109546728	+	ENSG00000156097.13	GPR61	unannotated	9	19	0	1.0	5	6	0	
RI_8749	RI@chr1@109626912-109627175	chr1:109626726-109626912	chr1:109627175-109627316	chr1:109626726-109627316	chr1:109626912-109627175	+	ENSG00000116337.20	AMPD2	annotated	11	12	87	0.116751269035533	11	6	101	0.0776255707762557
RI_8750	RI@chr1@109627316-109627429	chr1:109626726-109627316	chr1:109627429-109627518	chr1:109626726-109627518	chr1:109627316-109627429	+	ENSG00000116337.20	AMPD2	annotated	5	3	132	0.029411764705882353	4	6	115	0.041666666666666664
RI_8751	RI@chr1@109627316-109627413	chr1:109627175-109627316	chr1:109627413-109627518	chr1:109627175-109627518	chr1:109627316-109627413	+	ENSG00000116337.20	AMPD2	annotated	5	4	0		4	5	0	
RI_8752	RI@chr1@109627330-109627429	chr1:109627175-109627330	chr1:109627429-109627518	chr1:109627175-109627518	chr1:109627330-109627429	+	ENSG00000116337.20	AMPD2	annotated	2	3	1		3	6	0	
RI_8753	RI@chr1@109628214-109628364	chr1:109628083-109628214	chr1:109628364-109628495	chr1:109628083-109628495	chr1:109628214-109628364	+	ENSG00000116337.20	AMPD2	annotated	141	15	0	1.0	120	10	0	1.0
RI_8754	RI@chr1@109628277-109628364	chr1:109628083-109628277	chr1:109628364-109628495	chr1:109628083-109628495	chr1:109628277-109628364	+	ENSG00000116337.20	AMPD2	annotated	31	15	146	0.13609467455621302	18	10	126	0.1
RI_8755	RI@chr1@109628277-109628369	chr1:109628083-109628277	chr1:109628369-109628495	chr1:109628083-109628495	chr1:109628277-109628369	+	ENSG00000116337.20	AMPD2	annotated	31	180	0	1.0	18	155	0	1.0
RI_8756	RI@chr1@109628495-109628643	chr1:109628083-109628495	chr1:109628643-109628806	chr1:109628083-109628806	chr1:109628495-109628643	+	ENSG00000116337.20	AMPD2	annotated	8	10	154	0.05521472392638037	2	8	114	0.04201680672268908
RI_8757	RI@chr1@109628495-109629109	chr1:109628083-109628495	chr1:109629109-109629235	chr1:109628083-109629235	chr1:109628495-109629109	+	ENSG00000116337.20	AMPD2	annotated	8	3	0		2	1	0	
RI_8758	RI@chr1@109628806-109629109	chr1:109628083-109628806	chr1:109629109-109629235	chr1:109628083-109629235	chr1:109628806-109629109	+	ENSG00000116337.20	AMPD2	annotated	1	3	107	0.01834862385321101	0	1	96	0.0051813471502590676
RI_8759	RI@chr1@109628495-109628627	chr1:109628364-109628495	chr1:109628627-109628806	chr1:109628364-109628806	chr1:109628495-109628627	+	ENSG00000116337.20	AMPD2	annotated	8	3	0		2	1	0	
RI_8760	RI@chr1@109629486-109629796	chr1:109629327-109629486	chr1:109629796-109629916	chr1:109629327-109629916	chr1:109629486-109629796	+	ENSG00000116337.20	AMPD2	annotated	179	3	0	1.0	136	2	4	0.9452054794520548
RI_8761	RI@chr1@109629490-109629796	chr1:109629327-109629490	chr1:109629796-109629916	chr1:109629327-109629916	chr1:109629490-109629796	+	ENSG00000116337.20	AMPD2	annotated	18	3	157	0.0626865671641791	11	2	115	0.053497942386831275
RI_8762	RI@chr1@109629490-109629800	chr1:109629327-109629490	chr1:109629800-109629916	chr1:109629327-109629916	chr1:109629490-109629800	+	ENSG00000116337.20	AMPD2	annotated	18	147	0	1.0	11	107	0	1.0
RI_8763	RI@chr1@109656787-109657215	chr1:109656712-109656787	chr1:109657215-109657671	chr1:109656712-109657671	chr1:109656787-109657215	+	ENSG00000168765.19	GSTM4	annotated	3	5	107	0.036036036036036036	2	5	68	0.04895104895104895
RI_8764	RI@chr1@109657279-109657590	chr1:109657215-109657279	chr1:109657590-109657671	chr1:109657215-109657671	chr1:109657279-109657590	+	ENSG00000168765.19	GSTM4	unannotated	5	4	147	0.0297029702970297	3	6	147	0.0297029702970297
RI_8765	RI@chr1@109657279-109657533	chr1:109657215-109657279	chr1:109657533-109657671	chr1:109657215-109657671	chr1:109657279-109657533	+	ENSG00000168765.19	GSTM4	unannotated	5	4	0		3	2	0	
RI_8766	RI@chr1@109657279-109657350	chr1:109657215-109657279	chr1:109657350-109657671	chr1:109657215-109657671	chr1:109657279-109657350	+	ENSG00000168765.19	GSTM4	unannotated	5	5	0		3	2	0	
RI_8767	RI@chr1@109659110-109661165	chr1:109659000-109659110	chr1:109661165-109661742	chr1:109659000-109661742	chr1:109659110-109661165	+	ENSG00000168765.19	GSTM4	annotated	5	8	132	0.04693140794223827	5	8	90	0.06735751295336788
RI_8768	RI@chr1@109715240-109717337	chr1:109715130-109715240	chr1:109717337-109718268	chr1:109715130-109718268	chr1:109715240-109717337	+	ENSG00000134201.12	GSTM5	unannotated	2	2	183	0.010810810810810811	5	3	343	0.011527377521613832
RI_8769	RI@chr1@109739908-109740240	chr1:109739833-109739908	chr1:109740240-109740511	chr1:109739833-109740511	chr1:109739908-109740240	-	ENSG00000134202.12	GSTM3	unannotated	16	2	282	0.030927835051546393	10	7	251	0.03275529865125241
RI_8770	RI@chr1@109923711-109924060	chr1:109923166-109923711	chr1:109924060-109924190	chr1:109923166-109924190	chr1:109923711-109924060	+	ENSG00000184371.14	CSF1	annotated	15	12	0	1.0	23	30	0	1.0
RI_8771	RI@chr1@110018650-110019051	chr1:110018552-110018650	chr1:110019051-110019119	chr1:110018552-110019119	chr1:110018650-110019051	+	ENSG00000168710.18	AHCYL1	unannotated	12	22	495	0.033203125	10	39	602	0.03910614525139665
RI_8772	RI@chr1@110208834-110208917	chr1:110208441-110208834	chr1:110208917-110209204	chr1:110208441-110209204	chr1:110208834-110208917	-	ENSG00000224965.2	KCNC4-DT	annotated	2	3	0		1	1	0	
RI_8773	RI@chr1@110208827-110208917	chr1:110208450-110208827	chr1:110208917-110209204	chr1:110208450-110209204	chr1:110208827-110208917	-	ENSG00000224965.2	KCNC4-DT	annotated	2	3	0		1	1	0	
RI_8774	RI@chr1@110208834-110209144	chr1:110208450-110208834	chr1:110209144-110209204	chr1:110208450-110209204	chr1:110208834-110209144	-	ENSG00000224965.2	KCNC4-DT	annotated	2	1	0		1	1	0	
RI_8775	RI@chr1@11022250-11023193	chr1:11022124-11022250	chr1:11023193-11023667	chr1:11022124-11023667	chr1:11022250-11023193	+	ENSG00000120948.19	TARDBP	unannotated	175	217	2	0.98989898989899	77	98	1	0.9887005649717514
RI_8776	RI@chr1@11022250-11023263	chr1:11022124-11022250	chr1:11023263-11023667	chr1:11022124-11023667	chr1:11022250-11023263	+	ENSG00000120948.19	TARDBP	unannotated	175	201	0	1.0	77	101	0	1.0
RI_8777	RI@chr1@11022268-11023193	chr1:11022124-11022268	chr1:11023193-11023667	chr1:11022124-11023667	chr1:11022268-11023193	+	ENSG00000120948.19	TARDBP	unannotated	166	217	0	1.0	71	98	0	1.0
RI_8778	RI@chr1@11023329-11024064	chr1:11023193-11023329	chr1:11024064-11024301	chr1:11023193-11024301	chr1:11023329-11024064	+	ENSG00000120948.19	TARDBP	unannotated	248	60	7	0.9565217391304348	158	32	2	0.979381443298969
RI_8779	RI@chr1@110232597-110232911	chr1:110232221-110232597	chr1:110232911-110249124	chr1:110232221-110249124	chr1:110232597-110232911	+	ENSG00000116396.15	KCNC4	annotated	58	66	0	1.0	31	53	0	1.0
RI_8780	RI@chr1@110406379-110407033	chr1:110406318-110406379	chr1:110407033-110407942	chr1:110406318-110407942	chr1:110406379-110407033	-	ENSG00000134248.14	LAMTOR5	unannotated	3	3	14	0.17647058823529413	5	0	13	0.16129032258064516
RI_8781	RI@chr1@110406379-110407586	chr1:110406318-110406379	chr1:110407586-110407942	chr1:110406318-110407942	chr1:110406379-110407586	-	ENSG00000134248.14	LAMTOR5	unannotated	3	2	331	0.0074962518740629685	5	0	282	0.008787346221441126
RI_8782	RI@chr1@110407128-110407586	chr1:110407033-110407128	chr1:110407586-110407942	chr1:110407033-110407942	chr1:110407128-110407586	-	ENSG00000134248.14	LAMTOR5	unannotated	12	2	5		4	0	1	
RI_8783	RI@chr1@110412293-110413321	chr1:110412173-110412293	chr1:110413321-110413608	chr1:110412173-110413608	chr1:110412293-110413321	+	ENSG00000224699.13	LAMTOR5-AS1	unannotated	0	3	2		1	0	1	
RI_8784	RI@chr1@110593928-110602030	chr1:110593580-110593928	chr1:110602030-110602170	chr1:110593580-110602170	chr1:110593928-110602030	-	ENSG00000177301.16	KCNA2	annotated	645	33	0	1.0	163	9	0	1.0
RI_8785	RI@chr1@110602170-110603893	chr1:110593580-110602170	chr1:110603893-110604106	chr1:110593580-110604106	chr1:110602170-110603893	-	ENSG00000177301.16	KCNA2	annotated	42	20	0	1.0	4	6	0	
RI_8786	RI@chr1@110602170-110603889	chr1:110593580-110602170	chr1:110603889-110604106	chr1:110593580-110604106	chr1:110602170-110603889	-	ENSG00000177301.16	KCNA2	annotated	42	18	1	0.967741935483871	4	6	0	
RI_8787	RI@chr1@11070973-11072087	chr1:11070900-11070973	chr1:11072087-11073026	chr1:11070900-11073026	chr1:11070973-11072087	-	ENSG00000171824.14	EXOSC10	annotated	17	6	149	0.07165109034267912	7	4	69	0.0738255033557047
RI_8788	RI@chr1@11076948-11077365	chr1:11076842-11076948	chr1:11077365-11077443	chr1:11076842-11077443	chr1:11076948-11077365	-	ENSG00000171824.14	EXOSC10	unannotated	77	61	58	0.5433070866141733	41	26	28	0.5447154471544715
RI_8789	RI@chr1@11076948-11077330	chr1:11076842-11076948	chr1:11077330-11077443	chr1:11076842-11077443	chr1:11076948-11077330	-	ENSG00000171824.14	EXOSC10	unannotated	77	58	0	1.0	41	32	0	1.0
RI_8790	RI@chr1@11080514-11080764	chr1:11080499-11080514	chr1:11080764-11080912	chr1:11080499-11080912	chr1:11080514-11080764	-	ENSG00000171824.14	EXOSC10	unannotated	108	21	0	1.0	51	12	0	1.0
RI_8791	RI@chr1@11080549-11080764	chr1:11080499-11080549	chr1:11080764-11080912	chr1:11080499-11080912	chr1:11080549-11080764	-	ENSG00000171824.14	EXOSC10	unannotated	31	21	81	0.24299065420560748	13	12	42	0.22935779816513763
RI_8792	RI@chr1@11127806-11128004	chr1:11127624-11127806	chr1:11128004-11128126	chr1:11127624-11128126	chr1:11127806-11128004	-	ENSG00000198793.14	MTOR	annotated	2	5	38	0.08433734939759036	2	3	29	0.07936507936507936
RI_8793	RI@chr1@111281861-111282419	chr1:111281551-111281861	chr1:111282419-111282475	chr1:111281551-111282475	chr1:111281861-111282419	+	ENSG00000290764.1	CHIAP2	annotated	0	0	0		0	0	0	
RI_8794	RI@chr1@111314596-111317681	chr1:111314540-111314596	chr1:111317681-111317805	chr1:111314540-111317805	chr1:111314596-111317681	+	ENSG00000134216.19	CHIA	annotated	0	0	0		0	0	0	
RI_8795	RI@chr1@111348646-111350106	chr1:111348516-111348646	chr1:111350106-111350223	chr1:111348516-111350223	chr1:111348646-111350106	+	ENSG00000173947.14	CIMAP3	annotated	0	0	13	0.0	0	0	13	0.0
RI_8796	RI@chr1@111421461-111421565	chr1:111421276-111421461	chr1:111421565-111421673	chr1:111421276-111421673	chr1:111421461-111421565	-	ENSG00000085465.13	OVGP1	annotated	7	2	14	0.24324324324324326	1	1	8	
RI_8797	RI@chr1@11144755-11144968	chr1:11144648-11144755	chr1:11144968-11145045	chr1:11144648-11145045	chr1:11144755-11144968	-	ENSG00000198793.14	MTOR	unannotated	3	1	45	0.0425531914893617	0	1	17	0.02857142857142857
RI_8798	RI@chr1@11144848-11144968	chr1:11144648-11144848	chr1:11144968-11145045	chr1:11144648-11145045	chr1:11144848-11144968	-	ENSG00000198793.14	MTOR	unannotated	0	1	0		0	1	0	
RI_8799	RI@chr1@111760848-111760974	chr1:111760706-111760848	chr1:111760974-111761284	chr1:111760706-111761284	chr1:111760848-111760974	+	ENSG00000064703.13	DDX20	annotated	0	0	0		0	0	0	
RI_8800	RI@chr1@111760848-111760987	chr1:111760706-111760848	chr1:111760987-111761125	chr1:111760706-111761125	chr1:111760848-111760987	+	ENSG00000064703.13	DDX20	annotated	0	0	16	0.0	0	0	5	
RI_8801	RI@chr1@111760865-111760987	chr1:111760706-111760865	chr1:111760987-111761125	chr1:111760706-111761125	chr1:111760865-111760987	+	ENSG00000064703.13	DDX20	annotated	0	0	0		0	0	0	
RI_8802	RI@chr1@111761125-111761226	chr1:111760706-111761125	chr1:111761226-111761284	chr1:111760706-111761284	chr1:111761125-111761226	+	ENSG00000064703.13	DDX20	annotated	0	2	9		1	1	2	
RI_8803	RI@chr1@111761284-111762255	chr1:111760706-111761284	chr1:111762255-111763007	chr1:111760706-111763007	chr1:111761284-111762255	+	ENSG00000064703.13	DDX20	annotated	5	0	11	0.18518518518518517	0	8	3	
RI_8804	RI@chr1@111762782-111762906	chr1:111760706-111762782	chr1:111762906-111763007	chr1:111760706-111763007	chr1:111762782-111762906	+	ENSG00000064703.13	DDX20	annotated	0	7	26	0.11864406779661017	1	1	6	
RI_8805	RI@chr1@111761284-111762677	chr1:111761226-111761284	chr1:111762677-111762782	chr1:111761226-111762782	chr1:111761284-111762677	+	ENSG00000064703.13	DDX20	annotated	5	2	0		0	3	0	
RI_8806	RI@chr1@111762337-111762677	chr1:111761226-111762337	chr1:111762677-111762782	chr1:111761226-111762782	chr1:111762337-111762677	+	ENSG00000064703.13	DDX20	annotated	0	2	10	0.09090909090909091	1	3	3	
RI_8807	RI@chr1@112177160-112177581	chr1:112176836-112177160	chr1:112177581-112177613	chr1:112176836-112177613	chr1:112177160-112177581	-	ENSG00000231246.4	LINC02884	annotated	0	0	1		0	0	0	
RI_8808	RI@chr1@112610690-112610841	chr1:112610455-112610690	chr1:112610841-112611003	chr1:112610455-112611003	chr1:112610690-112610841	-	ENSG00000007341.19	ST7L	annotated	9	16	0	1.0	11	7	0	
RI_8809	RI@chr1@112689866-112689994	chr1:112689840-112689866	chr1:112689994-112690098	chr1:112689840-112690098	chr1:112689866-112689994	+	ENSG00000155363.19	MOV10	annotated	13	9	0	1.0	17	15	0	1.0
RI_8810	RI@chr1@112694896-112695416	chr1:112694749-112694896	chr1:112695416-112695574	chr1:112694749-112695574	chr1:112694896-112695416	+	ENSG00000155363.19	MOV10	annotated	1	0	16	0.030303030303030304	0	1	16	0.030303030303030304
RI_8811	RI@chr1@112696251-112696437	chr1:112696148-112696251	chr1:112696437-112696534	chr1:112696148-112696534	chr1:112696251-112696437	+	ENSG00000155363.19	MOV10	annotated	0	2	8		1	3	25	0.07407407407407407
RI_8812	RI@chr1@112696283-112696437	chr1:112696148-112696283	chr1:112696437-112696534	chr1:112696148-112696534	chr1:112696283-112696437	+	ENSG00000155363.19	MOV10	annotated	0	2	1		0	3	3	
RI_8813	RI@chr1@112698478-112698715	chr1:112698287-112698478	chr1:112698715-112698789	chr1:112698287-112698789	chr1:112698478-112698715	+	ENSG00000155363.19	MOV10	annotated	11	16	8	0.627906976744186	13	24	7	0.7254901960784313
RI_8814	RI@chr1@112698789-112699685	chr1:112698287-112698789	chr1:112699685-112699810	chr1:112698287-112699810	chr1:112698789-112699685	+	ENSG00000155363.19	MOV10	annotated	13	12	21	0.373134328358209	10	12	23	0.3235294117647059
RI_8815	RI@chr1@112698789-112699458	chr1:112698287-112698789	chr1:112699458-112699810	chr1:112698287-112699810	chr1:112698789-112699458	+	ENSG00000155363.19	MOV10	annotated	13	12	0	1.0	10	12	0	1.0
RI_8816	RI@chr1@112699612-112699663	chr1:112699458-112699612	chr1:112699663-112699810	chr1:112699458-112699810	chr1:112699612-112699663	+	ENSG00000155363.19	MOV10	annotated	12	10	0	1.0	24	7	0	1.0
RI_8817	RI@chr1@112699982-112700219	chr1:112699894-112699982	chr1:112700219-112700340	chr1:112699894-112700340	chr1:112699982-112700219	+	ENSG00000155363.19	MOV10	annotated	9	10	21	0.3114754098360656	5	12	22	0.2786885245901639
RI_8818	RI@chr1@112700310-112700416	chr1:112700219-112700310	chr1:112700416-112701121	chr1:112700219-112701121	chr1:112700310-112700416	+	ENSG00000155363.19	MOV10	unannotated	30	4	0	1.0	51	1	0	1.0
RI_8819	RI@chr1@112700340-112700416	chr1:112700219-112700340	chr1:112700416-112701121	chr1:112700219-112701121	chr1:112700340-112700416	+	ENSG00000155363.19	MOV10	unannotated	2	4	25	0.10714285714285714	1	1	37	0.02631578947368421
RI_8820	RI@chr1@112700340-112700396	chr1:112700219-112700340	chr1:112700396-112701121	chr1:112700219-112701121	chr1:112700340-112700396	+	ENSG00000155363.19	MOV10	unannotated	2	2	0		1	0	0	
RI_8821	RI@chr1@112702693-112702999	chr1:112702563-112702693	chr1:112702999-112703119	chr1:112702563-112703119	chr1:112702693-112702999	-	ENSG00000155366.17	RHOC	annotated	19	1	229	0.04184100418410042	27	8	485	0.03482587064676617
RI_8822	RI@chr1@112712803-112712921	chr1:112712744-112712803	chr1:112712921-112713031	chr1:112712744-112713031	chr1:112712803-112712921	-	ENSG00000155367.16	PPM1J	annotated	23	58	0	1.0	30	33	0	1.0
RI_8823	RI@chr1@112825672-112825823	chr1:112825513-112825672	chr1:112825823-112826268	chr1:112825513-112826268	chr1:112825672-112825823	-	ENSG00000215866.10	LINC01356	annotated	1	1	0		0	0	0	
RI_8824	RI@chr1@112955378-112956035	chr1:112955276-112955378	chr1:112956035-112956198	chr1:112955276-112956198	chr1:112955378-112956035	-	ENSG00000155380.13	SLC16A1	unannotated	2	0	0		0	0	0	
RI_8825	RI@chr1@112999109-112999224	chr1:112998943-112999109	chr1:112999224-112999759	chr1:112998943-112999759	chr1:112999109-112999224	+	ENSG00000226419.10	SLC16A1-AS1	annotated	0	0	0		0	0	0	
RI_8826	RI@chr1@11311903-11312256	chr1:11311711-11311903	chr1:11312256-11312403	chr1:11311711-11312403	chr1:11311903-11312256	-	ENSG00000284646.2	ENSG00000284646	annotated	0	0	0		0	0	0	
RI_8827	RI@chr1@11311969-11312256	chr1:11311711-11311969	chr1:11312256-11312403	chr1:11311711-11312403	chr1:11311969-11312256	-	ENSG00000284646.2	ENSG00000284646	annotated	0	0	0		0	0	0	
RI_8828	RI@chr1@113758733-113759023	chr1:113758659-113758733	chr1:113759023-113759489	chr1:113758659-113759489	chr1:113758733-113759023	-	ENSG00000116793.16	PHTF1	annotated	10	2	3		6	1	0	
RI_8829	RI@chr1@113758848-113759023	chr1:113758659-113758848	chr1:113759023-113759489	chr1:113758659-113759489	chr1:113758848-113759023	-	ENSG00000116793.16	PHTF1	annotated	2	2	0		0	1	0	
RI_8830	RI@chr1@113896465-113897840	chr1:113896258-113896465	chr1:113897840-113897943	chr1:113896258-113897943	chr1:113896465-113897840	-	ENSG00000134262.15	AP4B1	unannotated	4	4	55	0.06779661016949153	3	1	22	0.08333333333333333
RI_8831	RI@chr1@113896465-113897812	chr1:113896258-113896465	chr1:113897812-113897943	chr1:113896258-113897943	chr1:113896465-113897812	-	ENSG00000134262.15	AP4B1	unannotated	4	1	0		3	1	0	
RI_8832	RI@chr1@113898763-113900270	chr1:113898718-113898763	chr1:113900270-113900400	chr1:113898718-113900400	chr1:113898763-113900270	-	ENSG00000134262.15	AP4B1	unannotated	45	54	0	1.0	27	23	0	1.0
RI_8833	RI@chr1@113898801-113899904	chr1:113898718-113898801	chr1:113899904-113900400	chr1:113898718-113900400	chr1:113898801-113899904	-	ENSG00000134262.15	AP4B1	unannotated	9	8	38	0.1827956989247312	4	1	22	0.10204081632653061
RI_8834	RI@chr1@113911838-113912132	chr1:113911131-113911838	chr1:113912132-113914086	chr1:113911131-113914086	chr1:113911838-113912132	+	ENSG00000118655.8	DCLRE1B	annotated	5	9	0		6	6	0	
RI_8835	RI@chr1@113928388-113929209	chr1:113928244-113928388	chr1:113929209-113929348	chr1:113928244-113929348	chr1:113928388-113929209	-	ENSG00000235527.8	HIPK1-AS1	unannotated	0	1	0		0	0	1	
RI_8836	RI@chr1@113928388-113928703	chr1:113928244-113928388	chr1:113928703-113929348	chr1:113928244-113929348	chr1:113928388-113928703	-	ENSG00000235527.8	HIPK1-AS1	unannotated	0	0	0		0	0	0	
RI_8837	RI@chr1@113928388-113929226	chr1:113928244-113928388	chr1:113929226-113929348	chr1:113928244-113929348	chr1:113928388-113929226	-	ENSG00000235527.8	HIPK1-AS1	unannotated	0	2	1		0	1	0	
RI_8838	RI@chr1@113928388-113929362	chr1:113928244-113928388	chr1:113929362-113929551	chr1:113928244-113929551	chr1:113928388-113929362	-	ENSG00000235527.8	HIPK1-AS1	unannotated	0	0	0		0	1	0	
RI_8839	RI@chr1@113928388-113929349	chr1:113928244-113928388	chr1:113929349-113929551	chr1:113928244-113929551	chr1:113928388-113929349	-	ENSG00000235527.8	HIPK1-AS1	unannotated	0	0	0		0	1	0	
RI_8840	RI@chr1@113980617-113980949	chr1:113980332-113980617	chr1:113980949-113982254	chr1:113980332-113982254	chr1:113980617-113980949	+	ENSG00000116774.12	OLFML3	annotated	0	0	3		0	0	1	
RI_8841	RI@chr1@114397860-114397940	chr1:114397608-114397860	chr1:114397940-114397990	chr1:114397608-114397990	chr1:114397860-114397940	-	ENSG00000197323.12	TRIM33	annotated	3	1	25	0.07407407407407407	1	1	13	0.07142857142857142
RI_8842	RI@chr1@114718745-114719579	chr1:114718613-114718745	chr1:114719579-114719742	chr1:114718613-114719742	chr1:114718745-114719579	-	ENSG00000009307.17	CSDE1	annotated	25	13	468	0.039014373716632446	10	3	302	0.02106969205834684
RI_8843	RI@chr1@114718745-114720539	chr1:114718613-114718745	chr1:114720539-114720737	chr1:114718613-114720737	chr1:114718745-114720539	-	ENSG00000009307.17	CSDE1	annotated	25	10	0	1.0	10	0	0	
RI_8844	RI@chr1@114719742-114720539	chr1:114719579-114719742	chr1:114720539-114720717	chr1:114719579-114720717	chr1:114719742-114720539	-	ENSG00000009307.17	CSDE1	annotated	24	10	609	0.027156549520766772	15	0	311	0.023547880690737835
RI_8845	RI@chr1@114734117-114734442	chr1:114733989-114734117	chr1:114734442-114734523	chr1:114733989-114734523	chr1:114734117-114734442	-	ENSG00000009307.17	CSDE1	annotated	2	6	251	0.01568627450980392	3	6	169	0.025936599423631124
RI_8846	RI@chr1@114736855-114737471	chr1:114736758-114736855	chr1:114737471-114737563	chr1:114736758-114737563	chr1:114736855-114737471	-	ENSG00000009307.17	CSDE1	annotated	4	5	62	0.06766917293233082	1	2	24	0.058823529411764705
RI_8847	RI@chr1@114749904-114750149	chr1:114749821-114749904	chr1:114750149-114750207	chr1:114749821-114750207	chr1:114749904-114750149	-	ENSG00000009307.17	CSDE1	annotated	179	293	0	1.0	116	235	0	1.0
RI_8848	RI@chr1@114780215-114780437	chr1:114780110-114780215	chr1:114780437-114780685	chr1:114780110-114780685	chr1:114780215-114780437	-	ENSG00000052723.12	SIKE1	unannotated	1	2	0		3	3	1	
RI_8849	RI@chr1@114780215-114780449	chr1:114780110-114780215	chr1:114780449-114780685	chr1:114780110-114780685	chr1:114780215-114780449	-	ENSG00000052723.12	SIKE1	unannotated	1	1	9		3	4	7	
RI_8850	RI@chr1@11661308-11662625	chr1:11661130-11661308	chr1:11662625-11662731	chr1:11661130-11662731	chr1:11661308-11662625	+	ENSG00000132879.14	FBXO44	unannotated	452	57	34	0.8821490467937608	166	23	14	0.8709677419354839
RI_8851	RI@chr1@11662680-11662816	chr1:11661130-11662680	chr1:11662816-11662928	chr1:11661130-11662928	chr1:11662680-11662816	+	ENSG00000132879.14	FBXO44	unannotated	71	72	17	0.807909604519774	34	39	5	0.8795180722891566
RI_8852	RI@chr1@11662928-11663142	chr1:11661130-11662928	chr1:11663142-11663327	chr1:11661130-11663327	chr1:11662928-11663142	+	ENSG00000132879.14	FBXO44	annotated	45	43	13	0.7719298245614035	26	24	11	0.6944444444444444
RI_8853	RI@chr1@11662731-11662852	chr1:11662625-11662731	chr1:11662852-11662928	chr1:11662625-11662928	chr1:11662731-11662852	+	ENSG00000132879.14	FBXO44	unannotated	75	109	2	0.9787234042553191	32	53	1	0.9770114942528736
RI_8854	RI@chr1@11662731-11662816	chr1:11662625-11662731	chr1:11662816-11663141	chr1:11662625-11663141	chr1:11662731-11662816	+	ENSG00000132879.14	FBXO44	unannotated	75	72	12	0.8596491228070176	32	39	1	0.9726027397260274
RI_8855	RI@chr1@11675731-11676046	chr1:11675658-11675731	chr1:11676046-11676140	chr1:11675658-11676140	chr1:11675731-11676046	-	ENSG00000116670.17	MAD2L2	annotated	6	6	78	0.07142857142857142	6	3	58	0.072
RI_8856	RI@chr1@11680471-11680562	chr1:11680353-11680471	chr1:11680562-11680613	chr1:11680353-11680613	chr1:11680471-11680562	-	ENSG00000116670.17	MAD2L2	annotated	2	0	50	0.0196078431372549	4	2	41	0.06818181818181818
RI_8857	RI@chr1@11680613-11681039	chr1:11680562-11680613	chr1:11681039-11681438	chr1:11680562-11681438	chr1:11680613-11681039	-	ENSG00000116670.17	MAD2L2	unannotated	5	6	27	0.16923076923076924	9	1	17	0.22727272727272727
RI_8858	RI@chr1@116990465-116990620	chr1:116990317-116990465	chr1:116990620-116990773	chr1:116990317-116990773	chr1:116990465-116990620	-	ENSG00000298645.1	ENSG00000298645	annotated	1	0	0		0	0	0	
RI_8859	RI@chr1@117111212-117112095	chr1:117111060-117111212	chr1:117112095-117112453	chr1:117111060-117112453	chr1:117111212-117112095	-	ENSG00000134253.10	TRIM45	annotated	21	13	0	1.0	1	4	0	
RI_8860	RI@chr1@117120901-117121606	chr1:117120714-117120901	chr1:117121606-117121792	chr1:117120714-117121792	chr1:117120901-117121606	-	ENSG00000134253.10	TRIM45	unannotated	7	0	0		3	0	0	
RI_8861	RI@chr1@117522937-117525089	chr1:117522825-117522937	chr1:117525089-117528872	chr1:117522825-117528872	chr1:117522937-117525089	+	ENSG00000198162.12	MAN1A2	annotated	21	36	0	1.0	15	15	0	1.0
