event_id	pos_id	mse_n	exon	intron	strand	gene_id	gene_name	label	SRR601500_junction	SRR601500_PSI	SRR604528_junction	SRR604528_PSI
MSE_39172	MSE@chr3@142000252-142000354;142005441-142005544@141995141-142093061	2	chr3:142000252-142000354;chr3:142005441-142005544	chr3:141995141-142000252;chr3:142000354-142005441;chr3:142005544-142093061;chr3:141995141-142093061	-	ENSG00000114126.18	TFDP2	annotated	0;0;7;0		0;0;5;0	
MSE_39173	MSE@chr3@142005441-142005544;142054115-142054149@141995141-142093061	2	chr3:142005441-142005544;chr3:142054115-142054149	chr3:141995141-142005441;chr3:142005544-142054115;chr3:142054149-142093061;chr3:141995141-142093061	-	ENSG00000114126.18	TFDP2	annotated	9;2;5;0		4;0;0;0	
MSE_39174	MSE@chr3@142054115-142054149;142093061-142093127@142005544-142101735	2	chr3:142054115-142054149;chr3:142093061-142093127	chr3:142005544-142054115;chr3:142054149-142093061;chr3:142093127-142101735;chr3:142005544-142101735	-	ENSG00000114126.18	TFDP2	annotated	2;5;3;1		0;0;3;0	
MSE_39175	MSE@chr3@142054115-142054149;142093061-142093127;142101735-142101841@142005544-142149183	3	chr3:142054115-142054149;chr3:142093061-142093127;chr3:142101735-142101841	chr3:142005544-142054115;chr3:142054149-142093061;chr3:142093127-142101735;chr3:142101841-142149183;chr3:142005544-142149183	-	ENSG00000114126.18	TFDP2	annotated	2;5;3;2;0		0;0;3;4;0	
MSE_39176	MSE@chr3@142093061-142093127;142101735-142101841@142005544-142149183	2	chr3:142093061-142093127;chr3:142101735-142101841	chr3:142005544-142093061;chr3:142093127-142101735;chr3:142101841-142149183;chr3:142005544-142149183	-	ENSG00000114126.18	TFDP2	annotated	7;3;2;0		5;3;4;0	
MSE_39177	MSE@chr3@142093061-142093127;142101735-142101841@142054149-142149183	2	chr3:142093061-142093127;chr3:142101735-142101841	chr3:142054149-142093061;chr3:142093127-142101735;chr3:142101841-142149183;chr3:142054149-142149183	-	ENSG00000114126.18	TFDP2	annotated	5;3;2;0		0;3;4;0	
MSE_39178	MSE@chr3@142425222-142425332;142425429-142425538;142426744-142426841@142423642-142432661	3	chr3:142425222-142425332;chr3:142425429-142425538;chr3:142426744-142426841	chr3:142423642-142425222;chr3:142425332-142425429;chr3:142425538-142426744;chr3:142426841-142432661;chr3:142423642-142432661	-	ENSG00000114127.11	XRN1	annotated	3;3;4;1;0		2;4;0;0;0	
MSE_39179	MSE@chr3@142597237-142597348;142619453-142619638@142596509-142664202	2	chr3:142597237-142597348;chr3:142619453-142619638	chr3:142596509-142597237;chr3:142597348-142619453;chr3:142619638-142664202;chr3:142596509-142664202	+	ENSG00000120756.13	PLS1	annotated	0;0;0;1		0;0;0;0	
MSE_39180	MSE@chr3@142597237-142597348;142619453-142619638;142664202-142664307@142596509-142669390	3	chr3:142597237-142597348;chr3:142619453-142619638;chr3:142664202-142664307	chr3:142596509-142597237;chr3:142597348-142619453;chr3:142619638-142664202;chr3:142664307-142669390;chr3:142596509-142669390	+	ENSG00000120756.13	PLS1	annotated	0;0;0;5;0		0;0;0;0;0	
MSE_39181	MSE@chr3@142597237-142597348;142664202-142664307@142596509-142669390	2	chr3:142597237-142597348;chr3:142664202-142664307	chr3:142596509-142597237;chr3:142597348-142664202;chr3:142664307-142669390;chr3:142596509-142669390	+	ENSG00000120756.13	PLS1	annotated	0;0;5;0		0;0;0;0	
MSE_39182	MSE@chr3@142627816-142627908;142645296-142645580@142596509-142664202	2	chr3:142627816-142627908;chr3:142645296-142645580	chr3:142596509-142627816;chr3:142627908-142645296;chr3:142645580-142664202;chr3:142596509-142664202	+	ENSG00000120756.13	PLS1	annotated	0;0;0;1		0;0;0;0	
MSE_39183	MSE@chr3@142627816-142627908;142645296-142645580;142664202-142664307@142596509-142669390	3	chr3:142627816-142627908;chr3:142645296-142645580;chr3:142664202-142664307	chr3:142596509-142627816;chr3:142627908-142645296;chr3:142645580-142664202;chr3:142664307-142669390;chr3:142596509-142669390	+	ENSG00000120756.13	PLS1	annotated	0;0;0;5;0		0;0;0;0;0	
MSE_39184	MSE@chr3@142627816-142627908;142664202-142664307@142596509-142669390	2	chr3:142627816-142627908;chr3:142664202-142664307	chr3:142596509-142627816;chr3:142627908-142664202;chr3:142664307-142669390;chr3:142596509-142669390	+	ENSG00000120756.13	PLS1	annotated	0;0;5;0		0;0;0;0	
MSE_39185	MSE@chr3@142645296-142645580;142664202-142664307@142596509-142669390	2	chr3:142645296-142645580;chr3:142664202-142664307	chr3:142596509-142645296;chr3:142645580-142664202;chr3:142664307-142669390;chr3:142596509-142669390	+	ENSG00000120756.13	PLS1	annotated	0;0;5;0		0;0;0;0	
MSE_39186	MSE@chr3@142736379-142736533;142743485-142743586@142724731-142748258	2	chr3:142736379-142736533;chr3:142743485-142743586	chr3:142724731-142736379;chr3:142736533-142743485;chr3:142743586-142748258;chr3:142724731-142748258	+	ENSG00000144935.17	TRPC1	annotated	15;2;6;0		5;0;1;0	
MSE_39187	MSE@chr3@142823532-142823615;142829692-142829846@142821045-142838770	2	chr3:142823532-142823615;chr3:142829692-142829846	chr3:142821045-142823532;chr3:142823615-142829692;chr3:142829846-142838770;chr3:142821045-142838770	-	ENSG00000163710.9	PCOLCE2	annotated	4;2;1;0		10;4;3;0	
MSE_39201	MSE@chr3@143023975-143024018;143024484-143024548@143023064-143027149	2	chr3:143023975-143024018;chr3:143024484-143024548	chr3:143023064-143023975;chr3:143024018-143024484;chr3:143024548-143027149;chr3:143023064-143027149	+	ENSG00000163714.18	U2SURP	annotated	32;0;0;2	0.8421052631578947	7;0;0;2	
MSE_39202	MSE@chr3@14443624-14443863;14444738-14444866@14416453-14445717	2	chr3:14443624-14443863;chr3:14444738-14444866	chr3:14416453-14443624;chr3:14443863-14444738;chr3:14444866-14445717;chr3:14416453-14445717	+	ENSG00000131389.18	SLC6A6	annotated	5;1;3;0		3;0;0;0	
MSE_39203	MSE@chr3@14477205-14477342;14478466-14478568;14479085-14479185@14472317-14481671	3	chr3:14477205-14477342;chr3:14478466-14478568;chr3:14479085-14479185	chr3:14472317-14477205;chr3:14477342-14478466;chr3:14478568-14479085;chr3:14479185-14481671;chr3:14472317-14481671	+	ENSG00000131389.18	SLC6A6	annotated	8;8;3;16;0		1;2;6;13;0	
MSE_39206	MSE@chr3@146076782-146076895;146077120-146077192;146077862-146077924@146073352-146079116	3	chr3:146076782-146076895;chr3:146077120-146077192;chr3:146077862-146077924	chr3:146073352-146076782;chr3:146076895-146077120;chr3:146077192-146077862;chr3:146077924-146079116;chr3:146073352-146079116	-	ENSG00000152952.14	PLOD2	annotated	19;0;0;9;0		24;0;0;14;1	
MSE_39207	MSE@chr3@146076782-146076895;146077862-146077924@146073352-146079116	2	chr3:146076782-146076895;chr3:146077862-146077924	chr3:146073352-146076782;chr3:146076895-146077862;chr3:146077924-146079116;chr3:146073352-146079116	-	ENSG00000152952.14	PLOD2	annotated	19;12;9;0	1.0	24;13;14;1	0.9444444444444444
MSE_39208	MSE@chr3@146076782-146077192;146077862-146077924@146073352-146079116	2	chr3:146076782-146077192;chr3:146077862-146077924	chr3:146073352-146076782;chr3:146077192-146077862;chr3:146077924-146079116;chr3:146073352-146079116	-	ENSG00000152952.14	PLOD2	annotated	19;0;9;0		24;0;14;1	0.926829268292683
MSE_39209	MSE@chr3@146077120-146077192;146077862-146077924@146076895-146079116	2	chr3:146077120-146077192;chr3:146077862-146077924	chr3:146076895-146077120;chr3:146077192-146077862;chr3:146077924-146079116;chr3:146076895-146079116	-	ENSG00000152952.14	PLOD2	annotated	0;0;9;3		0;0;14;16	0.22580645161290322
MSE_39210	MSE@chr3@146121971-146122033;146123265-146123325@146121248-146124138	2	chr3:146121971-146122033;chr3:146123265-146123325	chr3:146121248-146121971;chr3:146122033-146123265;chr3:146123325-146124138;chr3:146121248-146124138	-	ENSG00000152952.14	PLOD2	annotated	0;0;0;14	0.0	0;0;0;14	0.0
MSE_39211	MSE@chr3@146160881-146161705;146162870-146162956@146124229-146163594	2	chr3:146160881-146161705;chr3:146162870-146162956	chr3:146124229-146160881;chr3:146161705-146162870;chr3:146162956-146163594;chr3:146124229-146163594	-	ENSG00000152952.14	PLOD2	annotated	11;0;0;0		10;0;0;0	
MSE_39212	MSE@chr3@146199813-146200039;146201035-146201077@146196793-146206526	2	chr3:146199813-146200039;chr3:146201035-146201077	chr3:146196793-146199813;chr3:146200039-146201035;chr3:146201077-146206526;chr3:146196793-146206526	-	ENSG00000114698.15	PLSCR4	annotated	62;35;30;3	0.9338235294117647	96;51;68;9	0.8884297520661157
MSE_39213	MSE@chr3@146222065-146222092;146223733-146223777@146220925-146250557	2	chr3:146222065-146222092;chr3:146223733-146223777	chr3:146220925-146222065;chr3:146222092-146223733;chr3:146223777-146250557;chr3:146220925-146250557	-	ENSG00000114698.15	PLSCR4	unannotated	27;0;0;0		48;2;0;4	0.8064516129032259
MSE_39214	MSE@chr3@146222065-146222092;146223733-146223777@146220925-146250960	2	chr3:146222065-146222092;chr3:146223733-146223777	chr3:146220925-146222065;chr3:146222092-146223733;chr3:146223777-146250960;chr3:146220925-146250960	-	ENSG00000114698.15	PLSCR4	annotated	27;0;0;0		48;2;3;1	0.9464285714285714
MSE_39215	MSE@chr3@146222065-146222092;146223733-146223777;146250557-146250637@146220925-146250960	3	chr3:146222065-146222092;chr3:146223733-146223777;chr3:146250557-146250637	chr3:146220925-146222065;chr3:146222092-146223733;chr3:146223777-146250557;chr3:146250637-146250960;chr3:146220925-146250960	-	ENSG00000114698.15	PLSCR4	annotated	27;0;0;7;0		48;2;0;5;1	0.9322033898305084
MSE_39216	MSE@chr3@146222065-146222092;146250557-146250637@146220925-146250960	2	chr3:146222065-146222092;chr3:146250557-146250637	chr3:146220925-146222065;chr3:146222092-146250557;chr3:146250637-146250960;chr3:146220925-146250960	-	ENSG00000114698.15	PLSCR4	annotated	27;10;7;0	1.0	48;7;5;1	0.9523809523809523
MSE_39217	MSE@chr3@146223733-146223777;146250557-146250637@146222092-146250960	2	chr3:146223733-146223777;chr3:146250557-146250637	chr3:146222092-146223733;chr3:146223777-146250557;chr3:146250637-146250960;chr3:146222092-146250960	-	ENSG00000114698.15	PLSCR4	annotated	0;0;7;13	0.15217391304347827	2;0;5;33	0.0660377358490566
MSE_39218	MSE@chr3@146521544-146521705;146521833-146521981@146517167-146525605	2	chr3:146521544-146521705;chr3:146521833-146521981	chr3:146517167-146521544;chr3:146521705-146521833;chr3:146521981-146525605;chr3:146517167-146525605	-	ENSG00000188313.13	PLSCR1	annotated	91;55;0;1	0.9798657718120806	130;114;0;0	1.0
MSE_39219	MSE@chr3@146521544-146521705;146521833-146522053@146517167-146525605	2	chr3:146521544-146521705;chr3:146521833-146522053	chr3:146517167-146521544;chr3:146521705-146521833;chr3:146522053-146525605;chr3:146517167-146525605	-	ENSG00000188313.13	PLSCR1	annotated	91;55;61;1	0.9857142857142858	130;114;63;0	1.0
MSE_39220	MSE@chr3@146536540-146536565;146537996-146538044@146533550-146544467	2	chr3:146536540-146536565;chr3:146537996-146538044	chr3:146533550-146536540;chr3:146536565-146537996;chr3:146538044-146544467;chr3:146533550-146544467	-	ENSG00000188313.13	PLSCR1	annotated	83;0;0;1	0.9651162790697675	105;4;3;3	0.9256198347107438
MSE_39221	MSE@chr3@146536540-146536565;146537996-146538044;146541134-146541180@146533550-146544467	3	chr3:146536540-146536565;chr3:146537996-146538044;chr3:146541134-146541180	chr3:146533550-146536540;chr3:146536565-146537996;chr3:146538044-146541134;chr3:146541180-146544467;chr3:146533550-146544467	-	ENSG00000188313.13	PLSCR1	annotated	83;0;0;0;1	0.9540229885057471	105;4;0;0;3	0.9008264462809917
MSE_39222	MSE@chr3@146536540-146536565;146541134-146541180@146533550-146544467	2	chr3:146536540-146536565;chr3:146541134-146541180	chr3:146533550-146536540;chr3:146536565-146541134;chr3:146541180-146544467;chr3:146533550-146544467	-	ENSG00000188313.13	PLSCR1	annotated	83;0;0;1	0.9651162790697675	105;0;0;3	0.9210526315789473
MSE_39223	MSE@chr3@146537996-146538044;146541134-146541180@146536565-146544467	2	chr3:146537996-146538044;chr3:146541134-146541180	chr3:146536565-146537996;chr3:146538044-146541134;chr3:146541180-146544467;chr3:146536565-146544467	-	ENSG00000188313.13	PLSCR1	annotated	0;0;0;80	0.0	4;0;0;112	0.011764705882352941
MSE_39224	MSE@chr3@14667424-14667518;14668049-14668181@14666947-14669934	2	chr3:14667424-14667518;chr3:14668049-14668181	chr3:14666947-14667424;chr3:14667518-14668049;chr3:14668181-14669934;chr3:14666947-14669934	+	ENSG00000154781.17	CCDC174	annotated	20;23;19;0	1.0	7;10;6;0	
MSE_39226	MSE@chr3@147940559-147940619;147959788-147959841@147940116-147995755	2	chr3:147940559-147940619;chr3:147959788-147959841	chr3:147940116-147940559;chr3:147940619-147959788;chr3:147959841-147995755;chr3:147940116-147995755	+	ENSG00000239922.3	ENSG00000239922	annotated	12;0;0;0		8;0;0;0	
MSE_39227	MSE@chr3@147959788-147959841;147995755-147995852@147940619-148006588	2	chr3:147959788-147959841;chr3:147995755-147995852	chr3:147940619-147959788;chr3:147959841-147995755;chr3:147995852-148006588;chr3:147940619-148006588	+	ENSG00000239922.3	ENSG00000239922	annotated	0;0;0;1		0;0;0;0	
MSE_39242	MSE@chr3@14880572-14880630;14880742-14880772@14864260-14897509	2	chr3:14880572-14880630;chr3:14880742-14880772	chr3:14864260-14880572;chr3:14880630-14880742;chr3:14880772-14897509;chr3:14864260-14897509	+	ENSG00000154783.12	FGD5	annotated	8;4;5;0		11;6;8;0	
MSE_39243	MSE@chr3@149024053-149024272;149026452-149026502@149009402-149026760	2	chr3:149024053-149024272;chr3:149026452-149026502	chr3:149009402-149024053;chr3:149024272-149026452;chr3:149026502-149026760;chr3:149009402-149026760	+	ENSG00000163754.18	GYG1	annotated	90;39;41;0	1.0	40;9;11;2	0.9090909090909091
MSE_39246	MSE@chr3@14959157-14959196;14959536-14959641@14947906-15003876	2	chr3:14959157-14959196;chr3:14959536-14959641	chr3:14947906-14959157;chr3:14959196-14959536;chr3:14959641-15003876;chr3:14947906-15003876	+	ENSG00000177463.16	NR2C2	annotated	1;1;0;2		0;0;0;4	
MSE_39247	MSE@chr3@149813925-149814026;149846011-149846140@149813353-149852516	2	chr3:149813925-149814026;chr3:149846011-149846140	chr3:149813353-149813925;chr3:149814026-149846011;chr3:149846140-149852516;chr3:149813353-149852516	+	ENSG00000082996.20	RNF13	annotated	0;1;66;0	1.0	1;1;43;0	1.0
MSE_39248	MSE@chr3@149813925-149814026;149846011-149846140;149852516-149852596@149813353-149872029	3	chr3:149813925-149814026;chr3:149846011-149846140;chr3:149852516-149852596	chr3:149813353-149813925;chr3:149814026-149846011;chr3:149846140-149852516;chr3:149852596-149872029;chr3:149813353-149872029	+	ENSG00000082996.20	RNF13	annotated	0;1;66;51;1	0.9672131147540983	1;1;43;42;0	1.0
MSE_39249	MSE@chr3@149822518-149822573;149846011-149846140@149813353-149852516	2	chr3:149822518-149822573;chr3:149846011-149846140	chr3:149813353-149822518;chr3:149822573-149846011;chr3:149846140-149852516;chr3:149813353-149852516	+	ENSG00000082996.20	RNF13	annotated	0;0;66;0	1.0	0;0;43;0	1.0
MSE_39250	MSE@chr3@149822518-149822573;149846011-149846140;149852516-149852596@149813353-149872029	3	chr3:149822518-149822573;chr3:149846011-149846140;chr3:149852516-149852596	chr3:149813353-149822518;chr3:149822573-149846011;chr3:149846140-149852516;chr3:149852596-149872029;chr3:149813353-149872029	+	ENSG00000082996.20	RNF13	annotated	0;0;66;51;1	0.9669421487603306	0;0;43;42;0	1.0
MSE_39251	MSE@chr3@149846011-149846140;149852516-149852596@149813353-149872029	2	chr3:149846011-149846140;chr3:149852516-149852596	chr3:149813353-149846011;chr3:149846140-149852516;chr3:149852596-149872029;chr3:149813353-149872029	+	ENSG00000082996.20	RNF13	annotated	70;66;51;1	0.9842105263157894	66;43;42;0	1.0
MSE_39259	MSE@chr3@150342749-150342955;150343038-150343165@150341319-150365322	2	chr3:150342749-150342955;chr3:150343038-150343165	chr3:150341319-150342749;chr3:150342955-150343038;chr3:150343165-150365322;chr3:150341319-150365322	-	ENSG00000243550.4	LINC01214	annotated	0;0;1;0		0;0;0;0	
MSE_39260	MSE@chr3@150342846-150342955;150343038-150343165@150341319-150365322	2	chr3:150342846-150342955;chr3:150343038-150343165	chr3:150341319-150342846;chr3:150342955-150343038;chr3:150343165-150365322;chr3:150341319-150365322	-	ENSG00000243550.4	LINC01214	annotated	0;0;1;0		0;0;0;0	
MSE_39261	MSE@chr3@150423049-150423120;150438198-150438354@150411308-150457076	2	chr3:150423049-150423120;chr3:150438198-150438354	chr3:150411308-150423049;chr3:150423120-150438198;chr3:150438354-150457076;chr3:150411308-150457076	+	ENSG00000196428.13	TSC22D2	annotated	16;0;0;24	0.18181818181818182	4;0;0;14	0.08695652173913043
MSE_39262	MSE@chr3@150423049-150423120;150438198-150438354;150457076-150457127@150411308-150458376	3	chr3:150423049-150423120;chr3:150438198-150438354;chr3:150457076-150457127	chr3:150411308-150423049;chr3:150423120-150438198;chr3:150438354-150457076;chr3:150457127-150458376;chr3:150411308-150458376	+	ENSG00000196428.13	TSC22D2	annotated	16;0;0;49;0	1.0	4;0;0;20;0	
MSE_39263	MSE@chr3@150423049-150423120;150457076-150457127@150411308-150458376	2	chr3:150423049-150423120;chr3:150457076-150457127	chr3:150411308-150423049;chr3:150423120-150457076;chr3:150457127-150458376;chr3:150411308-150458376	+	ENSG00000196428.13	TSC22D2	annotated	16;18;49;0	1.0	4;5;20;0	
MSE_39264	MSE@chr3@15049708-15052633;15053291-15053467@15017686-15059369	2	chr3:15049708-15052633;chr3:15053291-15053467	chr3:15017686-15049708;chr3:15052633-15053291;chr3:15053467-15059369;chr3:15017686-15059369	-	ENSG00000131368.9	MRPS25	annotated	2;4;247;0	1.0	2;7;150;0	1.0
MSE_39265	MSE@chr3@15049708-15052633;15053380-15053467@15017686-15059369	2	chr3:15049708-15052633;chr3:15053380-15053467	chr3:15017686-15049708;chr3:15052633-15053380;chr3:15053467-15059369;chr3:15017686-15059369	-	ENSG00000131368.9	MRPS25	annotated	2;151;247;0	1.0	2;113;150;0	1.0
MSE_39266	MSE@chr3@15052525-15052633;15053380-15053467@15049935-15059369	2	chr3:15052525-15052633;chr3:15053380-15053467	chr3:15049935-15052525;chr3:15052633-15053380;chr3:15053467-15059369;chr3:15049935-15059369	-	ENSG00000131368.9	MRPS25	annotated	0;151;247;0	1.0	0;113;150;0	1.0
MSE_39267	MSE@chr3@150557585-150557678;150558388-150558462@150552425-150562542	2	chr3:150557585-150557678;chr3:150558388-150558462	chr3:150552425-150557585;chr3:150557678-150558388;chr3:150558462-150562542;chr3:150552425-150562542	+	ENSG00000144895.12	EIF2A	annotated	0;0;71;0	1.0	0;0;25;1	
MSE_39268	MSE@chr3@150563515-150563614;150564299-150564381@150562660-150567693	2	chr3:150563515-150563614;chr3:150564299-150564381	chr3:150562660-150563515;chr3:150563614-150564299;chr3:150564381-150567693;chr3:150562660-150567693	+	ENSG00000144895.12	EIF2A	annotated	78;71;56;0	1.0	31;30;15;0	1.0
MSE_39269	MSE@chr3@150563515-150563614;150564299-150564381;150565191-150565226@150562660-150567693	3	chr3:150563515-150563614;chr3:150564299-150564381;chr3:150565191-150565226	chr3:150562660-150563515;chr3:150563614-150564299;chr3:150564381-150565191;chr3:150565226-150567693;chr3:150562660-150567693	+	ENSG00000144895.12	EIF2A	annotated	78;71;0;0;0	1.0	31;30;0;0;0	1.0
MSE_39270	MSE@chr3@150565191-150565226;150567693-150567766@150564381-150567902	2	chr3:150565191-150565226;chr3:150567693-150567766	chr3:150564381-150565191;chr3:150565226-150567693;chr3:150567766-150567902;chr3:150564381-150567902	+	ENSG00000144895.12	EIF2A	annotated	0;0;53;0	1.0	0;0;26;0	
MSE_39271	MSE@chr3@15059369-15059475;15060995-15061113@15053467-15065061	2	chr3:15059369-15059475;chr3:15060995-15061113	chr3:15053467-15059369;chr3:15059475-15060995;chr3:15061113-15065061;chr3:15053467-15065061	-	ENSG00000131368.9	MRPS25	annotated	247;0;0;0	1.0	150;0;0;1	0.9803921568627451
MSE_39272	MSE@chr3@15059369-15059475;15060995-15061116@15053467-15065061	2	chr3:15059369-15059475;chr3:15060995-15061116	chr3:15053467-15059369;chr3:15059475-15060995;chr3:15061116-15065061;chr3:15053467-15065061	-	ENSG00000131368.9	MRPS25	annotated	247;0;0;0	1.0	150;0;0;1	0.9803921568627451
MSE_39273	MSE@chr3@150706288-150706374;150706927-150707171@150703667-150707932	2	chr3:150706288-150706374;chr3:150706927-150707171	chr3:150703667-150706288;chr3:150706374-150706927;chr3:150707171-150707932;chr3:150703667-150707932	+	ENSG00000240137.9	ERICH6-AS1	annotated	0;0;5;0		0;0;8;1	
MSE_39274	MSE@chr3@150706288-150706374;150706927-150707171;150707932-150708009@150703667-150719869	3	chr3:150706288-150706374;chr3:150706927-150707171;chr3:150707932-150708009	chr3:150703667-150706288;chr3:150706374-150706927;chr3:150707171-150707932;chr3:150708009-150719869;chr3:150703667-150719869	+	ENSG00000240137.9	ERICH6-AS1	annotated	0;0;5;5;0		0;0;8;13;0	
MSE_39275	MSE@chr3@150706288-150706374;150707095-150707171@150703667-150707932	2	chr3:150706288-150706374;chr3:150707095-150707171	chr3:150703667-150706288;chr3:150706374-150707095;chr3:150707171-150707932;chr3:150703667-150707932	+	ENSG00000240137.9	ERICH6-AS1	annotated	0;0;5;0		0;0;8;1	
MSE_39276	MSE@chr3@150706288-150706374;150707095-150707171;150707932-150708009@150703667-150719869	3	chr3:150706288-150706374;chr3:150707095-150707171;chr3:150707932-150708009	chr3:150703667-150706288;chr3:150706374-150707095;chr3:150707171-150707932;chr3:150708009-150719869;chr3:150703667-150719869	+	ENSG00000240137.9	ERICH6-AS1	annotated	0;0;5;5;0		0;0;8;13;0	
MSE_39277	MSE@chr3@150706288-150706374;150707932-150708009@150703667-150719869	2	chr3:150706288-150706374;chr3:150707932-150708009	chr3:150703667-150706288;chr3:150706374-150707932;chr3:150708009-150719869;chr3:150703667-150719869	+	ENSG00000240137.9	ERICH6-AS1	annotated	0;0;5;0		0;0;13;0	
MSE_39278	MSE@chr3@150706288-150706376;150706927-150707171@150703667-150707932	2	chr3:150706288-150706376;chr3:150706927-150707171	chr3:150703667-150706288;chr3:150706376-150706927;chr3:150707171-150707932;chr3:150703667-150707932	+	ENSG00000240137.9	ERICH6-AS1	annotated	0;0;5;0		0;0;8;1	
MSE_39279	MSE@chr3@150706288-150706376;150706927-150707171;150707932-150708009@150703667-150719869	3	chr3:150706288-150706376;chr3:150706927-150707171;chr3:150707932-150708009	chr3:150703667-150706288;chr3:150706376-150706927;chr3:150707171-150707932;chr3:150708009-150719869;chr3:150703667-150719869	+	ENSG00000240137.9	ERICH6-AS1	annotated	0;0;5;5;0		0;0;8;13;0	
MSE_39280	MSE@chr3@150706288-150706376;150707932-150708009@150703667-150719869	2	chr3:150706288-150706376;chr3:150707932-150708009	chr3:150703667-150706288;chr3:150706376-150707932;chr3:150708009-150719869;chr3:150703667-150719869	+	ENSG00000240137.9	ERICH6-AS1	annotated	0;0;5;0		0;0;13;0	
MSE_39281	MSE@chr3@150706927-150706968;150707095-150707171@150703667-150707932	2	chr3:150706927-150706968;chr3:150707095-150707171	chr3:150703667-150706927;chr3:150706968-150707095;chr3:150707171-150707932;chr3:150703667-150707932	+	ENSG00000240137.9	ERICH6-AS1	annotated	2;0;5;0		4;0;8;1	
MSE_39282	MSE@chr3@150706927-150706968;150707095-150707171;150707932-150708009@150703667-150719869	3	chr3:150706927-150706968;chr3:150707095-150707171;chr3:150707932-150708009	chr3:150703667-150706927;chr3:150706968-150707095;chr3:150707171-150707932;chr3:150708009-150719869;chr3:150703667-150719869	+	ENSG00000240137.9	ERICH6-AS1	annotated	2;0;5;5;0		4;0;8;13;0	
MSE_39283	MSE@chr3@150706927-150707171;150707932-150707969@150703667-150719869	2	chr3:150706927-150707171;chr3:150707932-150707969	chr3:150703667-150706927;chr3:150707171-150707932;chr3:150707969-150719869;chr3:150703667-150719869	+	ENSG00000240137.9	ERICH6-AS1	annotated	2;5;0;0		4;8;0;0	
MSE_39284	MSE@chr3@150706927-150707171;150707932-150708009@150703667-150719869	2	chr3:150706927-150707171;chr3:150707932-150708009	chr3:150703667-150706927;chr3:150707171-150707932;chr3:150708009-150719869;chr3:150703667-150719869	+	ENSG00000240137.9	ERICH6-AS1	annotated	2;5;5;0		4;8;13;0	
MSE_39285	MSE@chr3@150707095-150707171;150707932-150708009@150703667-150719869	2	chr3:150707095-150707171;chr3:150707932-150708009	chr3:150703667-150707095;chr3:150707171-150707932;chr3:150708009-150719869;chr3:150703667-150719869	+	ENSG00000240137.9	ERICH6-AS1	annotated	0;5;5;0		0;8;13;0	
MSE_39286	MSE@chr3@15075047-15075116;15075290-15075417@15074930-15075606	2	chr3:15075047-15075116;chr3:15075290-15075417	chr3:15074930-15075047;chr3:15075116-15075290;chr3:15075417-15075606;chr3:15074930-15075606	-	ENSG00000131381.13	RBSN	annotated	0;0;0;25	0.0	0;0;0;26	0.0
MSE_39288	MSE@chr3@151159832-151160101;151163893-151164042@151158799-151165420	2	chr3:151159832-151160101;chr3:151163893-151164042	chr3:151158799-151159832;chr3:151160101-151163893;chr3:151164042-151165420;chr3:151158799-151165420	+	ENSG00000144893.13	MED12L	annotated	4;0;6;0		0;0;1;0	
MSE_39289	MSE@chr3@151192550-151192654;151193490-151193666@151190931-151350059	2	chr3:151192550-151192654;chr3:151193490-151193666	chr3:151190931-151192550;chr3:151192654-151193490;chr3:151193666-151350059;chr3:151190931-151350059	+	ENSG00000144893.13	MED12L	annotated	3;4;4;0		1;0;2;0	
MSE_39290	MSE@chr3@151409243-151409332;151411278-151411507;151413139-151413295@151394867-151416312	3	chr3:151409243-151409332;chr3:151411278-151411507;chr3:151413139-151413295	chr3:151394867-151409243;chr3:151409332-151411278;chr3:151411507-151413139;chr3:151413295-151416312;chr3:151394867-151416312	+	ENSG00000144893.13	MED12L	annotated	4;12;6;9;0		1;5;3;6;0	
MSE_39291	MSE@chr3@151409243-151409332;151411278-151411507;151413139-151413295;151416312-151416422@151394867-151430299	4	chr3:151409243-151409332;chr3:151411278-151411507;chr3:151413139-151413295;chr3:151416312-151416422	chr3:151394867-151409243;chr3:151409332-151411278;chr3:151411507-151413139;chr3:151413295-151416312;chr3:151416422-151430299;chr3:151394867-151430299	+	ENSG00000144893.13	MED12L	annotated	4;12;6;9;16;0		1;5;3;6;7;0	
MSE_39309	MSE@chr3@15210802-15210922;15212104-15212212@15206597-15217425	2	chr3:15210802-15210922;chr3:15212104-15212212	chr3:15206597-15210802;chr3:15210922-15212104;chr3:15212212-15217425;chr3:15206597-15217425	+	ENSG00000131375.10	CAPN7	annotated	0;0;8;0		0;0;3;0	
MSE_39311	MSE@chr3@152446704-152446757;152447620-152447773@152445539-152456267	2	chr3:152446704-152446757;chr3:152447620-152447773	chr3:152445539-152446704;chr3:152446757-152447620;chr3:152447773-152456267;chr3:152445539-152456267	+	ENSG00000152601.18	MBNL1	annotated	19;17;9;0	1.0	7;5;3;0	
MSE_39312	MSE@chr3@152446704-152446757;152447620-152447773@152445539-152455542	2	chr3:152446704-152446757;chr3:152447620-152447773	chr3:152445539-152446704;chr3:152446757-152447620;chr3:152447773-152455542;chr3:152445539-152455542	+	ENSG00000152601.18	MBNL1	annotated	19;17;30;0	1.0	7;5;14;0	
