event_id	pos_id	exon_a	exon_b	intron_a1	intron_a2	intron_b1	intron_b2	strand	gene_id	gene_name	label	SRR601500_junction_a1	SRR601500_junction_a2	SRR601500_junction_b1	SRR601500_junction_b2	SRR601500_PSI	SRR604528_junction_a1	SRR604528_junction_a2	SRR604528_junction_b1	SRR604528_junction_b2	SRR604528_PSI
MXE_285	MXE@chr17@38564313@38568211-38568231@38574876-38574974@38578490	chr17:38568211-38568231	chr17:38574876-38574974	chr17:38564313-38568211	chr17:38568231-38578490	chr17:38564313-38574876	chr17:38574974-38578490	-	ENSG00000277363.5	SRCIN1	annotated	51	7	1	14	0.7945205479452054	36	5	0	14	0.7454545454545455
MXE_286	MXE@chr17@41935348@41935471-41935543@41935599-41935749@41936473	chr17:41935471-41935543	chr17:41935599-41935749	chr17:41935348-41935471	chr17:41935543-41936473	chr17:41935348-41935599	chr17:41935749-41936473	+	ENSG00000204815.10	ODAD4	annotated	3	2	4	4		2	1	0	1	
MXE_287	MXE@chr17@43138922@43139816-43140283@43142457-43142576@43153602	chr17:43139816-43140283	chr17:43142457-43142576	chr17:43138922-43139816	chr17:43140283-43153602	chr17:43138922-43142457	chr17:43142576-43153602	+	ENSG00000198496.13	NBR2	annotated	3	1	0	0		0	1	0	0	
MXE_288	MXE@chr17@43138922@43140165-43140283@43142457-43142576@43153602	chr17:43140165-43140283	chr17:43142457-43142576	chr17:43138922-43140165	chr17:43140283-43153602	chr17:43138922-43142457	chr17:43142576-43153602	+	ENSG00000198496.13	NBR2	annotated	0	1	0	0		0	1	0	0	
MXE_289	MXE@chr17@47971152@47971274-47971309@47971362-47971407@47973519	chr17:47971274-47971309	chr17:47971362-47971407	chr17:47971152-47971274	chr17:47971309-47973519	chr17:47971152-47971362	chr17:47971407-47973519	+	ENSG00000108465.15	CDK5RAP3	annotated	1	1	44	124	0.011764705882352941	0	0	24	62	0.0
MXE_291	MXE@chr17@5387670@5387779-5387924@5391561-5391662@5394891	chr17:5387779-5387924	chr17:5391561-5391662	chr17:5387670-5387779	chr17:5387924-5394891	chr17:5387670-5391561	chr17:5391662-5394891	-	ENSG00000108559.13	NUP88	annotated	28	0	0	37	0.4307692307692308	12	0	0	20	0.375
MXE_292	MXE@chr17@5480144@5480387-5480582@5481101-5481142@5481296	chr17:5480387-5480582	chr17:5481101-5481142	chr17:5480144-5480387	chr17:5480582-5481296	chr17:5480144-5481101	chr17:5481142-5481296	-	ENSG00000072849.11	DERL2	annotated	50	24	0	0	1.0	31	18	0	0	1.0
MXE_293	MXE@chr17@5480144@5480387-5480582@5481101-5481389@5482809	chr17:5480387-5480582	chr17:5481101-5481389	chr17:5480144-5480387	chr17:5480582-5482809	chr17:5480144-5481101	chr17:5481389-5482809	-	ENSG00000072849.11	DERL2	annotated	50	10	0	23	0.7228915662650602	31	2	0	7	0.825
MXE_294	MXE@chr17@59687021@59690636-59690711@59691004-59691039@59693728	chr17:59690636-59690711	chr17:59691004-59691039	chr17:59687021-59690636	chr17:59690711-59693728	chr17:59687021-59691004	chr17:59691039-59693728	+	ENSG00000141367.14	CLTC	annotated	183	968	0	0	1.0	114	256	0	0	1.0
MXE_296	MXE@chr17@61684140@61688356-61688472@61693430-61693512@61715951	chr17:61688356-61688472	chr17:61693430-61693512	chr17:61684140-61688356	chr17:61688472-61715951	chr17:61684140-61693430	chr17:61693512-61715951	-	ENSG00000136492.10	BRIP1	annotated	0	0	0	2		0	0	0	0	
MXE_297	MXE@chr17@63999074@64001084-64001308@64001467-64001537@64001733	chr17:64001084-64001308	chr17:64001467-64001537	chr17:63999074-64001084	chr17:64001308-64001733	chr17:63999074-64001467	chr17:64001537-64001733	+	ENSG00000224383.8	PRR29	annotated	1	0	0	2		4	0	0	10	
MXE_299	MXE@chr17@65743217@65750662-65750724@65797164-65797288@65851804	chr17:65750662-65750724	chr17:65797164-65797288	chr17:65743217-65750662	chr17:65750724-65851804	chr17:65743217-65797164	chr17:65797288-65851804	-	ENSG00000154240.18	CEP112	annotated	15	17	0	0	1.0	11	15	0	0	1.0
MXE_300	MXE@chr17@6623097@6623509-6623571@6623607-6623688@6624755	chr17:6623509-6623571	chr17:6623607-6623688	chr17:6623097-6623509	chr17:6623571-6624755	chr17:6623097-6623607	chr17:6623688-6624755	-	ENSG00000198920.11	KIAA0753	annotated	11	5	2	3		3	0	1	0	
MXE_301	MXE@chr17@6623097@6623509-6623571@6623607-6624006@6628117	chr17:6623509-6623571	chr17:6623607-6624006	chr17:6623097-6623509	chr17:6623571-6628117	chr17:6623097-6623607	chr17:6624006-6628117	-	ENSG00000198920.11	KIAA0753	annotated	11	6	2	0		3	1	1	0	
MXE_302	MXE@chr17@68249096@68250018-68250128@68250360-68250470@68250794	chr17:68250018-68250128	chr17:68250360-68250470	chr17:68249096-68250018	chr17:68250128-68250794	chr17:68249096-68250360	chr17:68250470-68250794	+	ENSG00000196704.14	AMZ2	annotated	0	0	0	232	0.0	0	0	0	104	0.0
MXE_303	MXE@chr17@68249096@68250018-68250128@68250188-68250470@68250794	chr17:68250018-68250128	chr17:68250188-68250470	chr17:68249096-68250018	chr17:68250128-68250794	chr17:68249096-68250188	chr17:68250470-68250794	+	ENSG00000196704.14	AMZ2	annotated	0	0	0	232	0.0	0	0	0	104	0.0
MXE_304	MXE@chr17@6876887@6880910-6881062@6926161-6926283@7009796	chr17:6880910-6881062	chr17:6926161-6926283	chr17:6876887-6880910	chr17:6881062-7009796	chr17:6876887-6926161	chr17:6926283-7009796	-	ENSG00000267532.7	MIR497HG	annotated	4	0	0	0		4	3	0	0	
MXE_305	MXE@chr17@70675773@70678040-70678239@70678266-70678746@70679752	chr17:70678040-70678239	chr17:70678266-70678746	chr17:70675773-70678040	chr17:70678239-70679752	chr17:70675773-70678266	chr17:70678746-70679752	-	ENSG00000300921.1	ENSG00000300921	annotated	0	0	0	0		0	0	0	2	
MXE_306	MXE@chr17@74777375@74777578-74777738@74785482-74785603@74788789	chr17:74777578-74777738	chr17:74785482-74785603	chr17:74777375-74777578	chr17:74777738-74788789	chr17:74777375-74785482	chr17:74785603-74788789	+	ENSG00000109066.14	TMEM104	annotated	0	0	3	4		0	0	8	13	0.0
MXE_307	MXE@chr17@7559297@7559624-7559702@7559848-7559893@7560049	chr17:7559624-7559702	chr17:7559848-7559893	chr17:7559297-7559624	chr17:7559702-7560049	chr17:7559297-7559848	chr17:7559893-7560049	+	ENSG00000161955.17	TNFSF13	annotated	69	7	0	75	0.5033112582781457	98	12	0	131	0.45643153526970953
MXE_308	MXE@chr17@7559297@7559624-7559702@7559851-7559893@7560049	chr17:7559624-7559702	chr17:7559851-7559893	chr17:7559297-7559624	chr17:7559702-7560049	chr17:7559297-7559851	chr17:7559893-7560049	+	ENSG00000161955.17	TNFSF13	annotated	69	7	10	75	0.4720496894409938	98	12	15	131	0.4296875
MXE_309	MXE@chr17@76290077@76291015-76294021@76301443-76301540@76304415	chr17:76291015-76294021	chr17:76301443-76301540	chr17:76290077-76291015	chr17:76294021-76304415	chr17:76290077-76301443	chr17:76301540-76304415	-	ENSG00000129646.16	QRICH2	annotated	4	1	0	0		3	2	0	0	
MXE_312	MXE@chr17@776988@778622-778661@778695-778810@782166	chr17:778622-778661	chr17:778695-778810	chr17:776988-778622	chr17:778661-782166	chr17:776988-778695	chr17:778810-782166	-	ENSG00000167699.14	GLOD4	annotated	4	0	69	0	0.0547945205479452	0	0	42	0	0.0
MXE_315	MXE@chr17@8379936@8381998-8382090@8382143-8382315@8383157	chr17:8381998-8382090	chr17:8382143-8382315	chr17:8379936-8381998	chr17:8382090-8383157	chr17:8379936-8382143	chr17:8382315-8383157	-	ENSG00000161970.15	RPL26	annotated	1	0	2098	843	0.0003399048266485384	0	0	2351	976	0.0
MXE_316	MXE@chr17@8379936@8381998-8382090@8382143-8382338@8383157	chr17:8381998-8382090	chr17:8382143-8382338	chr17:8379936-8381998	chr17:8382090-8383157	chr17:8379936-8382143	chr17:8382338-8383157	-	ENSG00000161970.15	RPL26	annotated	1	0	2098	0	0.0004764173415912339	0	0	2351	0	0.0
MXE_322	MXE@chr18@33579107@33605435-33605505@33605537-33605658@33607594	chr18:33605435-33605505	chr18:33605537-33605658	chr18:33579107-33605435	chr18:33605505-33607594	chr18:33579107-33605537	chr18:33605658-33607594	+	ENSG00000141431.14	ASXL3	annotated	1	0	0	2		0	0	0	1	
MXE_323	MXE@chr18@34816014@34817982-34818089@34818164-34818330@34820791	chr18:34817982-34818089	chr18:34818164-34818330	chr18:34816014-34817982	chr18:34818089-34820791	chr18:34816014-34818164	chr18:34818330-34820791	+	ENSG00000134769.23	DTNA	annotated	0	2	182	243	0.00468384074941452	0	0	182	241	0.0
MXE_324	MXE@chr18@34816014@34817982-34818089@34818164-34818647@34820791	chr18:34817982-34818089	chr18:34818164-34818647	chr18:34816014-34817982	chr18:34818089-34820791	chr18:34816014-34818164	chr18:34818647-34820791	+	ENSG00000134769.23	DTNA	annotated	0	2	182	94	0.007194244604316547	0	0	182	139	0.0
MXE_328	MXE@chr18@41521496@41525355-41525526@41594346-41594468@41632000	chr18:41525355-41525526	chr18:41594346-41594468	chr18:41521496-41525355	chr18:41525526-41632000	chr18:41521496-41594346	chr18:41594468-41632000	-	ENSG00000267313.8	KC6	annotated	1	0	0	0		0	0	0	0	
MXE_329	MXE@chr18@41521496@41525355-41525526@41556295-41556395@41632000	chr18:41525355-41525526	chr18:41556295-41556395	chr18:41521496-41525355	chr18:41525526-41632000	chr18:41521496-41556295	chr18:41556395-41632000	-	ENSG00000267313.8	KC6	annotated	1	0	0	0		0	0	0	0	
MXE_331	MXE@chr18@49814062@49839103-49839232@49839276-49839364@49840363	chr18:49839103-49839232	chr18:49839276-49839364	chr18:49814062-49839103	chr18:49839232-49840363	chr18:49814062-49839276	chr18:49839364-49840363	+	ENSG00000267322.5	SNHG22	annotated	0	0	0	0		0	1	0	0	
MXE_333	MXE@chr18@50984340@50984434-50984628@50988639-50988812@51029918	chr18:50984434-50984628	chr18:50988639-50988812	chr18:50984340-50984434	chr18:50984628-51029918	chr18:50984340-50988639	chr18:50988812-51029918	-	ENSG00000289868.2	ENSG00000289868	annotated	0	0	0	0		0	0	1	2	
MXE_334	MXE@chr18@55229076@55232509-55232671@55234417-55234459@55234548	chr18:55232509-55232671	chr18:55234417-55234459	chr18:55229076-55232509	chr18:55232671-55234548	chr18:55229076-55234417	chr18:55234459-55234548	-	ENSG00000196628.20	TCF4	annotated	38	58	0	0	1.0	35	74	0	0	1.0
MXE_335	MXE@chr18@55229076@55232521-55232671@55234417-55234459@55234548	chr18:55232521-55232671	chr18:55234417-55234459	chr18:55229076-55232521	chr18:55232671-55234548	chr18:55229076-55234417	chr18:55234459-55234548	-	ENSG00000196628.20	TCF4	annotated	12	58	0	0	1.0	22	74	0	0	1.0
MXE_336	MXE@chr18@55893442@55917205-55917316@56050080-56050177@56096075	chr18:55917205-55917316	chr18:56050080-56050177	chr18:55893442-55917205	chr18:55917316-56096075	chr18:55893442-56050080	chr18:56050177-56096075	+	ENSG00000267057.7	LINC01905	annotated	0	0	0	1		0	1	0	0	
MXE_337	MXE@chr18@5489161@5611398-5611458@5612340-5612428@5614351	chr18:5611398-5611458	chr18:5612340-5612428	chr18:5489161-5611398	chr18:5611458-5614351	chr18:5489161-5612340	chr18:5612428-5614351	-	ENSG00000082397.18	EPB41L3	unannotated	1	1	0	0		0	0	0	0	
MXE_344	MXE@chr19@10925773@10927630-10927769@10927799-10927959@10928380	chr19:10927630-10927769	chr19:10927799-10927959	chr19:10925773-10927630	chr19:10927769-10928380	chr19:10925773-10927799	chr19:10927959-10928380	-	ENSG00000130733.11	YIPF2	annotated	56	0	4	76	0.4117647058823529	18	0	1	19	0.47368421052631576
MXE_345	MXE@chr19@11436196@11436389-11436505@11436534-11436723@11437876	chr19:11436389-11436505	chr19:11436534-11436723	chr19:11436196-11436389	chr19:11436505-11437876	chr19:11436196-11436534	chr19:11436723-11437876	+	ENSG00000130175.10	PRKCSH	annotated	233	296	2	3	0.9906367041198502	155	200	0	1	0.9971910112359551
MXE_346	MXE@chr19@1611849@1612207-1612430@1615285-1615485@1615686	chr19:1612207-1612430	chr19:1615285-1615485	chr19:1611849-1612207	chr19:1612430-1615686	chr19:1611849-1615285	chr19:1615485-1615686	-	ENSG00000071564.19	TCF3	annotated	9	0	16	4	0.3103448275862069	14	0	15	3	
MXE_347	MXE@chr19@1611849@1612207-1612430@1615285-1615520@1615686	chr19:1612207-1612430	chr19:1615285-1615520	chr19:1611849-1612207	chr19:1612430-1615686	chr19:1611849-1615285	chr19:1615520-1615686	-	ENSG00000071564.19	TCF3	annotated	9	0	16	9	0.2647058823529412	14	0	15	17	0.30434782608695654
MXE_350	MXE@chr19@27793650@27797754-27798176@27868781-27868878@27956202	chr19:27797754-27798176	chr19:27868781-27868878	chr19:27793650-27797754	chr19:27798176-27956202	chr19:27793650-27868781	chr19:27868878-27956202	+	ENSG00000267575.10	LINC02987	annotated	2	0	0	0		0	0	0	0	
MXE_352	MXE@chr19@29608709@29610409-29610457@29611862-29611939@29612117	chr19:29610409-29610457	chr19:29611862-29611939	chr19:29608709-29610409	chr19:29610457-29612117	chr19:29608709-29611862	chr19:29611939-29612117	+	ENSG00000105171.10	POP4	annotated	54	0	2	56	0.48214285714285715	48	0	0	34	0.5853658536585366
MXE_355	MXE@chr19@35778360@35778464-35778601@35778655-35778699@35779032	chr19:35778464-35778601	chr19:35778655-35778699	chr19:35778360-35778464	chr19:35778601-35779032	chr19:35778360-35778655	chr19:35778699-35779032	+	ENSG00000004777.19	ARHGAP33	annotated	69	88	0	0	1.0	73	84	0	0	1.0
MXE_356	MXE@chr19@36011045@36011404-36011464@36013001-36013089@36013344	chr19:36011404-36011464	chr19:36013001-36013089	chr19:36011045-36011404	chr19:36011464-36013344	chr19:36011045-36013001	chr19:36013089-36013344	-	ENSG00000239382.11	ALKBH6	annotated	55	0	0	94	0.3691275167785235	35	0	0	53	0.3977272727272727
MXE_357	MXE@chr19@37256814@37257231-37257394@37262355-37262434@37262542	chr19:37257231-37257394	chr19:37262355-37262434	chr19:37256814-37257231	chr19:37257394-37262542	chr19:37256814-37262355	chr19:37262434-37262542	+	ENSG00000226686.11	LINC01535	annotated	1	3	0	5		2	3	0	2	
MXE_358	MXE@chr19@37266085@37266814-37267611@37299081-37299198@37304110	chr19:37266814-37267611	chr19:37299081-37299198	chr19:37266085-37266814	chr19:37267611-37304110	chr19:37266085-37299081	chr19:37299198-37304110	-	ENSG00000267605.9	ENSG00000267605	annotated	30	0	1	0	0.967741935483871	33	0	4	0	0.8918918918918919
MXE_359	MXE@chr19@37266085@37266814-37267799@37299081-37299198@37304110	chr19:37266814-37267799	chr19:37299081-37299198	chr19:37266085-37266814	chr19:37267799-37304110	chr19:37266085-37299081	chr19:37299198-37304110	-	ENSG00000267605.9	ENSG00000267605	annotated	30	0	1	0	0.967741935483871	33	0	4	0	0.8918918918918919
MXE_360	MXE@chr19@37654879@37665984-37666262@37686451-37686522@37691521	chr19:37665984-37666262	chr19:37686451-37686522	chr19:37654879-37665984	chr19:37666262-37691521	chr19:37654879-37686451	chr19:37686522-37691521	-	ENSG00000120784.17	ZFP30	annotated	0	0	0	9		0	0	0	3	
MXE_362	MXE@chr19@38709476@38710257-38710342@38711276-38711361@38714469	chr19:38710257-38710342	chr19:38711276-38711361	chr19:38709476-38710257	chr19:38710342-38714469	chr19:38709476-38711276	chr19:38711361-38714469	+	ENSG00000130402.14	ACTN4	annotated	12	14	204	224	0.05726872246696035	17	23	43	47	0.3076923076923077
MXE_363	MXE@chr19@38727103@38727946-38728026@38728316-38728381@38728996	chr19:38727946-38728026	chr19:38728316-38728381	chr19:38727103-38727946	chr19:38728026-38728996	chr19:38727103-38728316	chr19:38728381-38728996	+	ENSG00000130402.14	ACTN4	annotated	144	150	181	228	0.4182076813655761	71	77	31	38	0.6820276497695853
MXE_364	MXE@chr19@40705181@40710059-40710136@40714107-40714133@40714278	chr19:40710059-40710136	chr19:40714107-40714133	chr19:40705181-40710059	chr19:40710136-40714278	chr19:40705181-40714107	chr19:40714133-40714278	-	ENSG00000123815.13	COQ8B	annotated	0	4	0	33	0.10810810810810811	0	4	0	46	0.08
MXE_366	MXE@chr19@4202090@4202869-4202926@4207108-4207134@4207242	chr19:4202869-4202926	chr19:4207108-4207134	chr19:4202090-4202869	chr19:4202926-4207242	chr19:4202090-4207108	chr19:4207134-4207242	+	ENSG00000089847.13	ANKRD24	annotated	63	81	0	8	0.9473684210526315	13	13	0	1	0.9629629629629629
MXE_368	MXE@chr19@48345354@48360072-48360183@48363291-48363531@48363898	chr19:48360072-48360183	chr19:48363291-48363531	chr19:48345354-48360072	chr19:48360183-48363898	chr19:48345354-48363291	chr19:48363531-48363898	-	ENSG00000161558.11	TMEM143	annotated	13	0	0	2		2	0	0	2	
MXE_369	MXE@chr19@49348845@49348957-49349059@49351301-49351365@49355148	chr19:49348957-49349059	chr19:49351301-49351365	chr19:49348845-49348957	chr19:49349059-49355148	chr19:49348845-49351301	chr19:49351365-49355148	-	ENSG00000074219.14	TEAD2	annotated	0	0	4	8		0	0	12	12	0.0
MXE_370	MXE@chr19@49663514@49664553-49664673@49664674-49664950@49665635	chr19:49664553-49664673	chr19:49664674-49664950	chr19:49663514-49664553	chr19:49664673-49665635	chr19:49663514-49664674	chr19:49664950-49665635	-	ENSG00000126456.16	IRF3	annotated	1	0	18	0		0	3	12	0	
MXE_371	MXE@chr19@49663514@49664587-49664673@49664674-49664846@49665635	chr19:49664587-49664673	chr19:49664674-49664846	chr19:49663514-49664587	chr19:49664673-49665635	chr19:49663514-49664674	chr19:49664846-49665635	-	ENSG00000126456.16	IRF3	unannotated	0	0	18	5	0.0	1	3	12	4	
MXE_372	MXE@chr19@49663514@49664587-49664673@49664674-49664950@49665635	chr19:49664587-49664673	chr19:49664674-49664950	chr19:49663514-49664587	chr19:49664673-49665635	chr19:49663514-49664674	chr19:49664950-49665635	-	ENSG00000126456.16	IRF3	annotated	0	0	18	0		1	3	12	0	
MXE_373	MXE@chr19@53116433@53122404-53122612@53122662-53122743@53132749	chr19:53122404-53122612	chr19:53122662-53122743	chr19:53116433-53122404	chr19:53122612-53132749	chr19:53116433-53122662	chr19:53122743-53132749	-	ENSG00000170954.12	ZNF415	annotated	7	0	20	12	0.1794871794871795	6	0	9	5	
MXE_374	MXE@chr19@53109908@53122404-53122612@53122662-53122743@53132856	chr19:53122404-53122612	chr19:53122662-53122743	chr19:53109908-53122404	chr19:53122612-53132856	chr19:53109908-53122662	chr19:53122743-53132856	-	ENSG00000170954.12	ZNF415	annotated	2	0	7	6		0	0	6	9	
MXE_375	MXE@chr19@53116433@53122404-53122616@53122662-53122743@53132749	chr19:53122404-53122616	chr19:53122662-53122743	chr19:53116433-53122404	chr19:53122616-53132749	chr19:53116433-53122662	chr19:53122743-53132749	-	ENSG00000170954.12	ZNF415	annotated	7	6	20	12	0.28888888888888886	6	0	9	5	
MXE_376	MXE@chr19@53116433@53122404-53122616@53122662-53122743@53123501	chr19:53122404-53122616	chr19:53122662-53122743	chr19:53116433-53122404	chr19:53122616-53123501	chr19:53116433-53122662	chr19:53122743-53123501	-	ENSG00000170954.12	ZNF415	unannotated	7	0	20	8	0.2	6	1	9	2	
MXE_377	MXE@chr19@53116433@53122404-53122616@53122662-53122743@53132856	chr19:53122404-53122616	chr19:53122662-53122743	chr19:53116433-53122404	chr19:53122616-53132856	chr19:53116433-53122662	chr19:53122743-53132856	-	ENSG00000170954.12	ZNF415	annotated	7	4	20	6	0.2972972972972973	6	3	9	9	
MXE_378	MXE@chr19@53365759@53372215-53372296@53372342-53372396@53375770	chr19:53372215-53372296	chr19:53372342-53372396	chr19:53365759-53372215	chr19:53372296-53375770	chr19:53365759-53372342	chr19:53372396-53375770	+	ENSG00000203326.12	ZNF525	annotated	0	2	0	0		0	2	0	0	
MXE_380	MXE@chr19@54041953@54042169-54042196@54042227-54042369@54051410	chr19:54042169-54042196	chr19:54042227-54042369	chr19:54041953-54042169	chr19:54042196-54051410	chr19:54041953-54042227	chr19:54042369-54051410	-	ENSG00000189068.11	VSTM1	annotated	0	0	0	0		0	0	0	2	
MXE_381	MXE@chr19@55059275@55064296-55064412@55068413-55068530@55069322	chr19:55064296-55064412	chr19:55068413-55068530	chr19:55059275-55064296	chr19:55064412-55069322	chr19:55059275-55068413	chr19:55068530-55069322	-	ENSG00000160439.16	RDH13	annotated	0	3	0	0		0	2	0	0	
MXE_382	MXE@chr19@55352326@55352415-55352502@55352533-55352736@55353312	chr19:55352415-55352502	chr19:55352533-55352736	chr19:55352326-55352415	chr19:55352502-55353312	chr19:55352326-55352533	chr19:55352736-55353312	-	ENSG00000160471.13	COX6B2	annotated	0	0	0	0		0	1	0	0	
MXE_384	MXE@chr19@57634061@57634629-57634755@57634818-57634938@57640704	chr19:57634629-57634755	chr19:57634818-57634938	chr19:57634061-57634629	chr19:57634755-57640704	chr19:57634061-57634818	chr19:57634938-57640704	+	ENSG00000121417.14	ZNF211	unannotated	0	14	1	3		3	5	0	2	
MXE_385	MXE@chr19@7556724@7556966-7557082@7557168-7557284@7558850	chr19:7556966-7557082	chr19:7557168-7557284	chr19:7556724-7556966	chr19:7557082-7558850	chr19:7556724-7557168	chr19:7557284-7558850	+	ENSG00000032444.17	PNPLA6	annotated	2	1	176	203	0.007853403141361256	5	0	64	111	0.027777777777777776
MXE_386	MXE@chr19@7630659@7630823-7630846@7636815-7637035@7638726	chr19:7630823-7630846	chr19:7636815-7637035	chr19:7630659-7630823	chr19:7630846-7638726	chr19:7630659-7636815	chr19:7637035-7638726	+	ENSG00000268400.6	ENSG00000268400	annotated	334	5	0	0	1.0	239	0	0	1	0.9958333333333333
MXE_387	MXE@chr19@7963807@7967565-7967790@7973559-7973625@7973725	chr19:7967565-7967790	chr19:7973559-7973625	chr19:7963807-7967565	chr19:7967790-7973725	chr19:7963807-7973559	chr19:7973625-7973725	-	ENSG00000066044.15	ELAVL1	annotated	55	46	0	0	1.0	34	38	0	0	1.0
MXE_388	MXE@chr1@110315751@110318765-110318886@110331034-110331146@110338997	chr1:110318765-110318886	chr1:110331034-110331146	chr1:110315751-110318765	chr1:110318886-110338997	chr1:110315751-110331034	chr1:110331146-110338997	-	ENSG00000227963.3	RBM15-AS1	annotated	1	0	0	1		0	0	0	0	
MXE_389	MXE@chr1@110379356@110379797-110379889@110380982-110381143@110389237	chr1:110379797-110379889	chr1:110380982-110381143	chr1:110379356-110379797	chr1:110379889-110389237	chr1:110379356-110380982	chr1:110381143-110389237	-	ENSG00000168679.18	SLC16A4	annotated	0	0	8	2		0	0	2	0	
MXE_391	MXE@chr1@11954893@11956917-11957014@11957090-11957193@11957842	chr1:11956917-11957014	chr1:11957090-11957193	chr1:11954893-11956917	chr1:11957014-11957842	chr1:11954893-11957090	chr1:11957193-11957842	+	ENSG00000083444.17	PLOD1	annotated	63	58	0	1	0.9918032786885246	32	36	0	0	1.0
MXE_392	MXE@chr1@120802695@120802965-120803034@120805299-120805458@120805556	chr1:120802965-120803034	chr1:120805299-120805458	chr1:120802695-120802965	chr1:120803034-120805556	chr1:120802695-120805299	chr1:120805458-120805556	+	ENSG00000273136.9	NBPF26	unannotated	0	0	2	4		4	0	5	2	
MXE_396	MXE@chr1@147650238@147652449-147652549@147652592-147652647@147654194	chr1:147652449-147652549	chr1:147652592-147652647	chr1:147650238-147652449	chr1:147652549-147654194	chr1:147650238-147652592	chr1:147652647-147654194	-	ENSG00000162836.12	ACP6	annotated	9	3	6	6		0	2	2	4	
MXE_398	MXE@chr1@15388422@15391210-15391263@15393100-15393217@15397297	chr1:15391210-15391263	chr1:15393100-15393217	chr1:15388422-15391210	chr1:15391263-15397297	chr1:15388422-15393100	chr1:15393217-15397297	+	ENSG00000142621.21	FHAD1	annotated	0	1	0	0		0	0	0	0	
MXE_399	MXE@chr1@154990528@154992565-154992673@154992713-154992786@154992902	chr1:154992565-154992673	chr1:154992713-154992786	chr1:154990528-154992565	chr1:154992673-154992902	chr1:154990528-154992713	chr1:154992786-154992902	+	ENSG00000160688.19	FLAD1	annotated	2	0	16	40	0.034482758620689655	0	2	17	20	0.05128205128205128
MXE_400	MXE@chr1@154990257@154992565-154992673@154992713-154992786@154992902	chr1:154992565-154992673	chr1:154992713-154992786	chr1:154990257-154992565	chr1:154992673-154992902	chr1:154990257-154992713	chr1:154992786-154992902	+	ENSG00000160688.19	FLAD1	annotated	0	0	2	40	0.0	0	2	0	20	0.09090909090909091
MXE_401	MXE@chr1@155187858@155188008-155188054@155188163-155188212@155192183	chr1:155188008-155188054	chr1:155188163-155188212	chr1:155187858-155188008	chr1:155188054-155192183	chr1:155187858-155188163	chr1:155188212-155192183	-	ENSG00000185499.17	MUC1	annotated	8	0	0	0		4	0	0	0	
MXE_403	MXE@chr1@156479796@156480643-156480777@156480834-156480971@156482437	chr1:156480643-156480777	chr1:156480834-156480971	chr1:156479796-156480643	chr1:156480777-156482437	chr1:156479796-156480834	chr1:156480971-156482437	-	ENSG00000116604.19	MEF2D	annotated	0	0	108	89	0.0	0	0	45	35	0.0
MXE_407	MXE@chr1@162799937@162800213-162800314@162803431-162803535@162804267	chr1:162800213-162800314	chr1:162803431-162803535	chr1:162799937-162800213	chr1:162800314-162804267	chr1:162799937-162803431	chr1:162803535-162804267	+	ENSG00000132196.16	HSD17B7	annotated	1	8	34	33	0.11842105263157894	0	6	28	17	0.11764705882352941
MXE_411	MXE@chr1@16485665@16486426-16486661@16489685-16489791@16490618	chr1:16486426-16486661	chr1:16489685-16489791	chr1:16485665-16486426	chr1:16486661-16490618	chr1:16485665-16489685	chr1:16489791-16490618	-	ENSG00000290842.2	CROCCP3	annotated	16	5	0	0	1.0	6	4	0	1	
MXE_412	MXE@chr1@168104894@168114456-168114549@168134906-168135036@168137165	chr1:168114456-168114549	chr1:168134906-168135036	chr1:168104894-168114456	chr1:168114549-168137165	chr1:168104894-168134906	chr1:168135036-168137165	-	ENSG00000143147.15	GPR161	annotated	4	0	2	0		0	0	0	0	
MXE_413	MXE@chr1@168733222@168747443-168747604@169017813-169018002@169020943	chr1:168747443-168747604	chr1:169017813-169018002	chr1:168733222-168747443	chr1:168747604-169020943	chr1:168733222-169017813	chr1:169018002-169020943	-	ENSG00000203601.4	LINC00970	annotated	0	0	0	2		0	0	0	0	
MXE_417	MXE@chr1@173240023@173331679-173331762@173423874-173423974@173462324	chr1:173331679-173331762	chr1:173423874-173423974	chr1:173240023-173331679	chr1:173331762-173462324	chr1:173240023-173423874	chr1:173423974-173462324	-	ENSG00000117586.12	TNFSF4	annotated	0	0	0	0		0	0	1	0	
MXE_418	MXE@chr1@173864304@173864675-173865282@173866177-173866567@173866761	chr1:173864675-173865282	chr1:173866177-173866567	chr1:173864304-173864675	chr1:173865282-173866761	chr1:173864304-173866177	chr1:173866567-173866761	-	ENSG00000234741.11	GAS5	annotated	4	0	0	422	0.009389671361502348	4	0	0	431	0.009195402298850575
MXE_420	MXE@chr1@181776228@181779443-181779539@181781427-181781523@181783679	chr1:181779443-181779539	chr1:181781427-181781523	chr1:181776228-181779443	chr1:181779539-181783679	chr1:181776228-181781427	chr1:181781523-181783679	+	ENSG00000198216.14	CACNA1E	annotated	0	2	17	24	0.046511627906976744	0	0	5	7	
MXE_423	MXE@chr1@186435289@186436135-186436309@186436358-186436573@186451179	chr1:186436135-186436309	chr1:186436358-186436573	chr1:186435289-186436135	chr1:186436309-186451179	chr1:186435289-186436358	chr1:186436573-186451179	+	ENSG00000229739.5	PDC-AS1	annotated	1	0	1	2		0	0	2	0	
