event_id	pos_id	exon	intron_a	intron_b	intron_c	strand	gene_id	gene_name	label	SRR601500_junction_a	SRR601500_junction_b	SRR601500_junction_c	SRR601500_PSI	SRR604528_junction_a	SRR604528_junction_b	SRR604528_junction_c	SRR604528_PSI
SE_42822	SE@chr1@121088654-121088908@121087841-121092996	chr1:121088654-121088908	chr1:121087841-121088654	chr1:121088908-121092996	chr1:121087841-121092996	+	ENSG00000291135.2	FCGR1BP	annotated	2	12	0		1	8	0	
SE_42823	SE@chr1@121088683-121088908@121087841-121092996	chr1:121088683-121088908	chr1:121087841-121088683	chr1:121088908-121092996	chr1:121087841-121092996	+	ENSG00000291135.2	FCGR1BP	annotated	1	12	0		0	8	0	
SE_42824	SE@chr1@121088786-121088908@121087841-121092996	chr1:121088786-121088908	chr1:121087841-121088786	chr1:121088908-121092996	chr1:121087841-121092996	+	ENSG00000291135.2	FCGR1BP	annotated	0	12	0		0	8	0	
SE_42825	SE@chr1@121091197-121091274@121088908-121092996	chr1:121091197-121091274	chr1:121088908-121091197	chr1:121091274-121092996	chr1:121088908-121092996	+	ENSG00000291135.2	FCGR1BP	annotated	0	0	12	0.0	0	0	8	
SE_42826	SE@chr1@121092996-121093250@121087425-121095872	chr1:121092996-121093250	chr1:121087425-121092996	chr1:121093250-121095872	chr1:121087425-121095872	+	ENSG00000291135.2	FCGR1BP	annotated	0	2	0		0	4	0	
SE_42827	SE@chr1@121094674-121094958@121093250-121095872	chr1:121094674-121094958	chr1:121093250-121094674	chr1:121094958-121095872	chr1:121093250-121095872	+	ENSG00000291135.2	FCGR1BP	annotated	1	8	2		1	10	4	
SE_42828	SE@chr1@121094674-121095021@121093250-121095872	chr1:121094674-121095021	chr1:121093250-121094674	chr1:121095021-121095872	chr1:121093250-121095872	+	ENSG00000291135.2	FCGR1BP	annotated	1	1	2		1	1	4	
SE_42829	SE@chr1@121094813-121094958@121093250-121095872	chr1:121094813-121094958	chr1:121093250-121094813	chr1:121094958-121095872	chr1:121093250-121095872	+	ENSG00000291135.2	FCGR1BP	annotated	0	8	2		0	10	4	
SE_42830	SE@chr1@121094813-121095021@121093250-121095872	chr1:121094813-121095021	chr1:121093250-121094813	chr1:121095021-121095872	chr1:121093250-121095872	+	ENSG00000291135.2	FCGR1BP	annotated	0	1	2		0	1	4	
SE_42833	SE@chr1@121109867-121110164@121108569-121116866	chr1:121109867-121110164	chr1:121108569-121109867	chr1:121110164-121116866	chr1:121108569-121116866	-	ENSG00000291123.2	H2BP1	annotated	0	0	3		0	2	1	
SE_42834	SE@chr1@121120031-121120071@121098172-121146650	chr1:121120031-121120071	chr1:121098172-121120031	chr1:121120071-121146650	chr1:121098172-121146650	+	ENSG00000227193.3	ENSG00000227193	annotated	0	0	0		0	1	0	
SE_42835	SE@chr1@121128110-121128232@121120071-121146650	chr1:121128110-121128232	chr1:121120071-121128110	chr1:121128232-121146650	chr1:121120071-121146650	+	ENSG00000227193.3	ENSG00000227193	annotated	0	0	0		0	0	1	
SE_42836	SE@chr1@1211704-1211832@1211625-1211942	chr1:1211704-1211832	chr1:1211625-1211704	chr1:1211832-1211942	chr1:1211625-1211942	-	ENSG00000186827.12	TNFRSF4	annotated	7	7	0		3	1	0	
SE_42837	SE@chr1@121177208-121177332@121168835-121181271	chr1:121177208-121177332	chr1:121168835-121177208	chr1:121177332-121181271	chr1:121168835-121181271	-	ENSG00000188610.12	FAM72B	annotated	1	1	0		1	1	0	
SE_42838	SE@chr1@1211942-1212138@1211832-1212992	chr1:1211942-1212138	chr1:1211832-1211942	chr1:1212138-1212992	chr1:1211832-1212992	-	ENSG00000186827.12	TNFRSF4	annotated	7	0	0		1	0	0	
SE_42839	SE@chr1@1211942-1212138@1211832-1212638	chr1:1211942-1212138	chr1:1211832-1211942	chr1:1212138-1212638	chr1:1211832-1212638	-	ENSG00000186827.12	TNFRSF4	annotated	7	5	0		1	1	0	
SE_42840	SE@chr1@1212080-1212138@1211832-1212638	chr1:1212080-1212138	chr1:1211832-1212080	chr1:1212138-1212638	chr1:1211832-1212638	-	ENSG00000186827.12	TNFRSF4	annotated	0	5	0		0	1	0	
SE_42842	SE@chr1@1212638-1212704@1212138-1212992	chr1:1212638-1212704	chr1:1212138-1212638	chr1:1212704-1212992	chr1:1212138-1212992	-	ENSG00000186827.12	TNFRSF4	annotated	5	6	0		1	0	0	
SE_42843	SE@chr1@1212638-1212704@1212138-1212862	chr1:1212638-1212704	chr1:1212138-1212638	chr1:1212704-1212862	chr1:1212138-1212862	-	ENSG00000186827.12	TNFRSF4	annotated	5	0	0		1	0	0	
SE_42844	SE@chr1@1212638-1212704@1211832-1212992	chr1:1212638-1212704	chr1:1211832-1212638	chr1:1212704-1212992	chr1:1211832-1212992	-	ENSG00000186827.12	TNFRSF4	annotated	0	6	0		0	0	0	
SE_42847	SE@chr1@121397621-121397787@121397304-121427982	chr1:121397621-121397787	chr1:121397304-121397621	chr1:121397787-121427982	chr1:121397304-121427982	+	ENSG00000227082.4	LINC02798	annotated	1	0	3		1	0	3	
SE_42848	SE@chr1@121397621-121397787@121397304-121460019	chr1:121397621-121397787	chr1:121397304-121397621	chr1:121397787-121460019	chr1:121397304-121460019	+	ENSG00000227082.4	LINC02798	annotated	1	0	0		1	0	1	
SE_42849	SE@chr1@121427982-121428064@121397787-121460019	chr1:121427982-121428064	chr1:121397787-121427982	chr1:121428064-121460019	chr1:121397787-121460019	+	ENSG00000227082.4	LINC02798	annotated	0	6	0		0	4	0	
SE_42850	SE@chr1@121427982-121428064@121397304-121460019	chr1:121427982-121428064	chr1:121397304-121427982	chr1:121428064-121460019	chr1:121397304-121460019	+	ENSG00000227082.4	LINC02798	annotated	3	6	0		3	4	1	
SE_42870	SE@chr1@121538323-121538420@121519155-121556510	chr1:121538323-121538420	chr1:121519155-121538323	chr1:121538420-121556510	chr1:121519155-121556510	+	ENSG00000291141.2	EMBP1	annotated	0	0	0		0	1	0	
SE_42871	SE@chr1@121538323-121538420@121519459-121556510	chr1:121538323-121538420	chr1:121519459-121538323	chr1:121538420-121556510	chr1:121519459-121556510	+	ENSG00000291141.2	EMBP1	annotated	0	0	0		0	1	0	
SE_42872	SE@chr1@121552650-121552789@121538420-121556510	chr1:121552650-121552789	chr1:121538420-121552650	chr1:121552789-121556510	chr1:121538420-121556510	+	ENSG00000291141.2	EMBP1	annotated	0	0	0		0	0	1	
SE_42873	SE@chr1@12188796-12188895@12167169-12190957	chr1:12188796-12188895	chr1:12167169-12188796	chr1:12188895-12190957	chr1:12167169-12190957	+	ENSG00000028137.19	TNFRSF1B	annotated	5	5	0		4	15	0	
SE_42874	SE@chr1@12338231-12338305@12335827-12341783	chr1:12338231-12338305	chr1:12335827-12338231	chr1:12338305-12341783	chr1:12335827-12341783	+	ENSG00000048707.15	VPS13D	unannotated	22	16	2	0.9047619047619048	7	5	9	
SE_42875	SE@chr1@12338231-12338305@12335827-12341780	chr1:12338231-12338305	chr1:12335827-12338231	chr1:12338305-12341780	chr1:12335827-12341780	+	ENSG00000048707.15	VPS13D	annotated	22	2	0	1.0	7	1	1	
SE_42876	SE@chr1@12358459-12358601@12356524-12362720	chr1:12358459-12358601	chr1:12356524-12358459	chr1:12358601-12362720	chr1:12356524-12362720	+	ENSG00000048707.15	VPS13D	annotated	46	33	4	0.9080459770114943	20	23	0	1.0
SE_42877	SE@chr1@12402568-12402702@12401704-12403825	chr1:12402568-12402702	chr1:12401704-12402568	chr1:12402702-12403825	chr1:12401704-12403825	+	ENSG00000048707.15	VPS13D	annotated	3	0	102	0.014492753623188406	0	3	30	0.047619047619047616
SE_42878	SE@chr1@12453839-12453899@12416827-12455998	chr1:12453839-12453899	chr1:12416827-12453839	chr1:12453899-12455998	chr1:12416827-12455998	+	ENSG00000048707.15	VPS13D	annotated	0	0	171	0.0	0	0	60	0.0
SE_42879	SE@chr1@1257208-1257310@1257130-1263346	chr1:1257208-1257310	chr1:1257130-1257208	chr1:1257310-1263346	chr1:1257130-1263346	-	ENSG00000160087.21	UBE2J2	annotated	98	86	0	1.0	44	46	0	1.0
SE_42882	SE@chr1@1262170-1262390@1257310-1263346	chr1:1262170-1262390	chr1:1257310-1262170	chr1:1262390-1263346	chr1:1257310-1263346	-	ENSG00000160087.21	UBE2J2	annotated	0	0	86	0.0	0	1	46	0.010752688172043012
SE_42883	SE@chr1@1262269-1262390@1257310-1263346	chr1:1262269-1262390	chr1:1257310-1262269	chr1:1262390-1263346	chr1:1257310-1263346	-	ENSG00000160087.21	UBE2J2	annotated	0	0	86	0.0	0	1	46	0.010752688172043012
SE_42884	SE@chr1@1264783-1264830@1263386-1267862	chr1:1264783-1264830	chr1:1263386-1264783	chr1:1264830-1267862	chr1:1263386-1267862	-	ENSG00000160087.21	UBE2J2	annotated	1	0	55	0.009009009009009009	0	0	30	0.0
SE_42885	SE@chr1@1266098-1266290@1263386-1267733	chr1:1266098-1266290	chr1:1263386-1266098	chr1:1266290-1267733	chr1:1263386-1267733	-	ENSG00000160087.21	UBE2J2	annotated	2	0	7		0	0	2	
SE_42886	SE@chr1@1266098-1266290@1263386-1267862	chr1:1266098-1266290	chr1:1263386-1266098	chr1:1266290-1267862	chr1:1263386-1267862	-	ENSG00000160087.21	UBE2J2	annotated	2	0	55	0.017857142857142856	0	0	30	0.0
SE_42887	SE@chr1@1267733-1267992@1263386-1273666	chr1:1267733-1267992	chr1:1263386-1267733	chr1:1267992-1273666	chr1:1263386-1273666	-	ENSG00000160087.21	UBE2J2	annotated	7	25	3	0.8421052631578947	2	13	1	
SE_42888	SE@chr1@1267862-1267992@1263386-1273666	chr1:1267862-1267992	chr1:1263386-1267862	chr1:1267992-1273666	chr1:1263386-1273666	-	ENSG00000160087.21	UBE2J2	annotated	55	25	3	0.9302325581395349	30	13	1	0.9555555555555556
SE_42889	SE@chr1@1271510-1271637@1267992-1273666	chr1:1271510-1271637	chr1:1267992-1271510	chr1:1271637-1273666	chr1:1267992-1273666	-	ENSG00000160087.21	UBE2J2	annotated	0	0	25	0.0	0	0	13	0.0
SE_42892	SE@chr1@1285571-1285664@1284090-1285926	chr1:1285571-1285664	chr1:1284090-1285571	chr1:1285664-1285926	chr1:1284090-1285926	+	ENSG00000162572.21	SCNN1D	annotated	1	0	16	0.030303030303030304	0	2	19	0.05
SE_42893	SE@chr1@1294718-1294816@1294628-1295447	chr1:1294718-1294816	chr1:1294628-1294718	chr1:1294816-1295447	chr1:1294628-1295447	-	ENSG00000131584.19	ACAP3	annotated	224	223	3	0.9867549668874173	137	151	2	0.9863013698630136
SE_42894	SE@chr1@1307072-1307156@1304143-1307769	chr1:1307072-1307156	chr1:1304143-1307072	chr1:1307156-1307769	chr1:1304143-1307769	-	ENSG00000131584.19	ACAP3	annotated	2	0	38	0.02564102564102564	1	2	27	0.05263157894736842
SE_42895	SE@chr1@1307337-1307383@1304143-1307769	chr1:1307337-1307383	chr1:1304143-1307337	chr1:1307383-1307769	chr1:1304143-1307769	-	ENSG00000131584.19	ACAP3	annotated	1	2	38	0.0379746835443038	4	4	27	0.12903225806451613
SE_42896	SE@chr1@1308915-1308972@1308720-1309086	chr1:1308915-1308972	chr1:1308720-1308915	chr1:1308972-1309086	chr1:1308720-1309086	+	ENSG00000169972.13	PUSL1	annotated	3	12	2		0	3	1	
SE_42897	SE@chr1@1312440-1312501@1312368-1312593	chr1:1312440-1312501	chr1:1312368-1312440	chr1:1312501-1312593	chr1:1312368-1312593	-	ENSG00000127054.22	INTS11	annotated	109	106	3	0.9728506787330317	95	73	6	0.9333333333333333
SE_42898	SE@chr1@1314301-1314365@1313921-1314824	chr1:1314301-1314365	chr1:1313921-1314301	chr1:1314365-1314824	chr1:1313921-1314824	-	ENSG00000127054.22	INTS11	annotated	116	103	0	1.0	64	45	0	1.0
SE_42899	SE@chr1@1315404-1315438@1314962-1315520	chr1:1315404-1315438	chr1:1314962-1315404	chr1:1315438-1315520	chr1:1314962-1315520	-	ENSG00000127054.22	INTS11	annotated	89	62	0	1.0	63	39	0	1.0
SE_42901	SE@chr1@1319296-1319524@1315618-1324581	chr1:1319296-1319524	chr1:1315618-1319296	chr1:1319524-1324581	chr1:1315618-1324581	-	ENSG00000127054.22	INTS11	annotated	77	0	0	1.0	26	0	0	1.0
SE_42902	SE@chr1@1320456-1321093@1319524-1324581	chr1:1320456-1321093	chr1:1319524-1320456	chr1:1321093-1324581	chr1:1319524-1324581	-	ENSG00000127054.22	INTS11	annotated	86	39	0	1.0	37	36	0	1.0
SE_42903	SE@chr1@1320996-1321093@1315618-1323181	chr1:1320996-1321093	chr1:1315618-1320996	chr1:1321093-1323181	chr1:1315618-1323181	-	ENSG00000127054.22	INTS11	annotated	0	1	0		0	0	0	
SE_42904	SE@chr1@1320996-1321093@1315618-1324581	chr1:1320996-1321093	chr1:1315618-1320996	chr1:1321093-1324581	chr1:1315618-1324581	-	ENSG00000127054.22	INTS11	annotated	0	39	0	1.0	0	36	0	1.0
SE_42906	SE@chr1@1321908-1321980@1321093-1323181	chr1:1321908-1321980	chr1:1321093-1321908	chr1:1321980-1323181	chr1:1321093-1323181	-	ENSG00000127054.22	INTS11	annotated	1	0	1		1	0	0	
SE_42907	SE@chr1@1321908-1321984@1321093-1324581	chr1:1321908-1321984	chr1:1321093-1321908	chr1:1321984-1324581	chr1:1321093-1324581	-	ENSG00000127054.22	INTS11	annotated	1	0	39	0.012658227848101266	1	0	36	0.0136986301369863
SE_42908	SE@chr1@1321908-1321984@1321093-1322892	chr1:1321908-1321984	chr1:1321093-1321908	chr1:1321984-1322892	chr1:1321093-1322892	-	ENSG00000127054.22	INTS11	annotated	1	0	0		1	0	0	
SE_42909	SE@chr1@1321908-1321984@1321093-1323181	chr1:1321908-1321984	chr1:1321093-1321908	chr1:1321984-1323181	chr1:1321093-1323181	-	ENSG00000127054.22	INTS11	annotated	1	0	1		1	0	0	
SE_42910	SE@chr1@1322892-1323287@1321984-1324581	chr1:1322892-1323287	chr1:1321984-1322892	chr1:1323287-1324581	chr1:1321984-1324581	-	ENSG00000127054.22	INTS11	annotated	0	0	0		0	2	0	
SE_42911	SE@chr1@1322892-1323287@1321093-1324581	chr1:1322892-1323287	chr1:1321093-1322892	chr1:1323287-1324581	chr1:1321093-1324581	-	ENSG00000127054.22	INTS11	annotated	0	0	39	0.0	0	2	36	0.02702702702702703
SE_42912	SE@chr1@1323147-1323287@1321093-1324581	chr1:1323147-1323287	chr1:1321093-1323147	chr1:1323287-1324581	chr1:1321093-1324581	-	ENSG00000127054.22	INTS11	annotated	0	0	39	0.0	0	2	36	0.02702702702702703
SE_42913	SE@chr1@1323181-1323287@1321984-1324581	chr1:1323181-1323287	chr1:1321984-1323181	chr1:1323287-1324581	chr1:1321984-1324581	-	ENSG00000127054.22	INTS11	annotated	0	0	0		0	2	0	
SE_42914	SE@chr1@1323181-1323287@1321093-1324581	chr1:1323181-1323287	chr1:1321093-1323181	chr1:1323287-1324581	chr1:1321093-1324581	-	ENSG00000127054.22	INTS11	annotated	1	0	39	0.012658227848101266	0	2	36	0.02702702702702703
SE_42915	SE@chr1@1323181-1323287@1315618-1324581	chr1:1323181-1323287	chr1:1315618-1323181	chr1:1323287-1324581	chr1:1315618-1324581	-	ENSG00000127054.22	INTS11	annotated	0	0	0		0	2	0	
SE_42916	SE@chr1@1326836-1327032@1325102-1327241	chr1:1326836-1327032	chr1:1325102-1326836	chr1:1327032-1327241	chr1:1325102-1327241	+	ENSG00000224051.7	CPTP	annotated	49	59	12	0.8181818181818182	29	25	8	0.7714285714285715
SE_42917	SE@chr1@1337018-1337055@1336515-1337977	chr1:1337018-1337055	chr1:1336515-1337018	chr1:1337055-1337977	chr1:1336515-1337977	-	ENSG00000107404.21	DVL1	annotated	43	56	110	0.3103448275862069	64	70	139	0.32524271844660196
SE_42918	SE@chr1@1355450-1355752@1355345-1356681	chr1:1355450-1355752	chr1:1355345-1355450	chr1:1355752-1356681	chr1:1355345-1356681	-	ENSG00000162576.17	MXRA8	annotated	2	3	0		3	1	0	
SE_42919	SE@chr1@13595827-13595984@13584100-13607173	chr1:13595827-13595984	chr1:13584100-13595827	chr1:13595984-13607173	chr1:13584100-13607173	+	ENSG00000162493.17	PDPN	annotated	0	0	10	0.0	0	0	37	0.0
SE_42921	SE@chr1@13610387-13610516@13607306-13613687	chr1:13610387-13610516	chr1:13607306-13610387	chr1:13610516-13613687	chr1:13607306-13613687	+	ENSG00000162493.17	PDPN	annotated	22	22	0	1.0	60	50	2	0.9649122807017544
SE_42922	SE@chr1@13732779-13732855@13731117-13742005	chr1:13732779-13732855	chr1:13731117-13732779	chr1:13732855-13742005	chr1:13731117-13742005	+	ENSG00000116731.23	PRDM2	annotated	7	0	0		6	0	0	
SE_42923	SE@chr1@13732779-13732882@13731117-13742005	chr1:13732779-13732882	chr1:13731117-13732779	chr1:13732882-13742005	chr1:13731117-13742005	+	ENSG00000116731.23	PRDM2	annotated	7	5	0		6	8	0	
SE_42924	SE@chr1@13769039-13769173@13749487-13773078	chr1:13769039-13769173	chr1:13749487-13769039	chr1:13769173-13773078	chr1:13749487-13773078	+	ENSG00000116731.23	PRDM2	annotated	7	5	19	0.24	4	1	6	
SE_42925	SE@chr1@13769118-13769173@13749487-13773078	chr1:13769118-13769173	chr1:13749487-13769118	chr1:13769173-13773078	chr1:13749487-13773078	+	ENSG00000116731.23	PRDM2	annotated	1	5	19	0.13636363636363635	1	1	6	
SE_42926	SE@chr1@13773078-13773188@13749487-13816427	chr1:13773078-13773188	chr1:13749487-13773078	chr1:13773188-13816427	chr1:13749487-13816427	+	ENSG00000116731.23	PRDM2	annotated	19	2	12	0.4666666666666667	6	0	5	
SE_42927	SE@chr1@13778418-13782831@13773188-13786515	chr1:13778418-13782831	chr1:13773188-13778418	chr1:13782831-13786515	chr1:13773188-13786515	+	ENSG00000116731.23	PRDM2	annotated	45	10	0	1.0	10	5	0	
SE_42928	SE@chr1@13778418-13782831@13773188-13816427	chr1:13778418-13782831	chr1:13773188-13778418	chr1:13782831-13816427	chr1:13773188-13816427	+	ENSG00000116731.23	PRDM2	annotated	45	79	2	0.96875	10	11	0	1.0
SE_42929	SE@chr1@1388492-1388510@1388065-1388626	chr1:1388492-1388510	chr1:1388065-1388492	chr1:1388510-1388626	chr1:1388065-1388626	-	ENSG00000221978.13	CCNL2	annotated	3	12	6		4	9	9	
SE_42930	SE@chr1@1388626-1388743@1388065-1388950	chr1:1388626-1388743	chr1:1388065-1388626	chr1:1388743-1388950	chr1:1388065-1388950	-	ENSG00000221978.13	CCNL2	annotated	6	1	0		9	2	0	
SE_42931	SE@chr1@1388626-1388743@1388065-1390230	chr1:1388626-1388743	chr1:1388065-1388626	chr1:1388743-1390230	chr1:1388065-1390230	-	ENSG00000221978.13	CCNL2	annotated	6	6	149	0.03870967741935484	9	12	83	0.11229946524064172
SE_42932	SE@chr1@1388950-1389047@1388743-1390230	chr1:1388950-1389047	chr1:1388743-1388950	chr1:1389047-1390230	chr1:1388743-1390230	-	ENSG00000221978.13	CCNL2	annotated	1	4	6		2	7	12	0.2727272727272727
SE_42933	SE@chr1@1388950-1389047@1388065-1390230	chr1:1388950-1389047	chr1:1388065-1388950	chr1:1389047-1390230	chr1:1388065-1390230	-	ENSG00000221978.13	CCNL2	annotated	0	4	149	0.013245033112582781	0	7	83	0.04046242774566474
SE_42934	SE@chr1@1391297-1391575@1390865-1392790	chr1:1391297-1391575	chr1:1390865-1391297	chr1:1391575-1392790	chr1:1390865-1392790	-	ENSG00000221978.13	CCNL2	annotated	5	0	0		2	1	0	
SE_42935	SE@chr1@1391297-1391575@1390865-1392679	chr1:1391297-1391575	chr1:1390865-1391297	chr1:1391575-1392679	chr1:1390865-1392679	-	ENSG00000221978.13	CCNL2	annotated	5	4	0		2	5	0	
SE_42936	SE@chr1@1392679-1392803@1390865-1393396	chr1:1392679-1392803	chr1:1390865-1392679	chr1:1392803-1393396	chr1:1390865-1393396	-	ENSG00000221978.13	CCNL2	annotated	0	97	12	0.8016528925619835	0	36	8	0.6923076923076923
SE_42937	SE@chr1@1392790-1392803@1390865-1393396	chr1:1392790-1392803	chr1:1390865-1392790	chr1:1392803-1393396	chr1:1390865-1393396	-	ENSG00000221978.13	CCNL2	annotated	0	97	12	0.8016528925619835	0	36	8	0.6923076923076923
SE_42938	SE@chr1@1406226-1406346@1405886-1406909	chr1:1406226-1406346	chr1:1405886-1406226	chr1:1406346-1406909	chr1:1405886-1406909	-	ENSG00000242485.6	MRPL20	annotated	6	6	366	0.016129032258064516	4	0	263	0.007547169811320755
SE_42939	SE@chr1@1420052-1420592@1419549-1420797	chr1:1420052-1420592	chr1:1419549-1420052	chr1:1420592-1420797	chr1:1419549-1420797	-	ENSG00000235098.9	ANKRD65	annotated	31	0	10	0.6078431372549019	18	3	15	0.4117647058823529
SE_42943	SE@chr1@1431202-1431247@1430954-1434178	chr1:1431202-1431247	chr1:1430954-1431202	chr1:1431247-1434178	chr1:1430954-1434178	-	ENSG00000225285.2	LINC01770	annotated	0	0	1		0	0	1	
SE_42952	SE@chr1@143736068-143736123@143730599-143736890	chr1:143736068-143736123	chr1:143730599-143736068	chr1:143736123-143736890	chr1:143730599-143736890	+	ENSG00000232721.4	ENSG00000232721	annotated	0	0	0		0	1	0	
SE_42953	SE@chr1@143747506-143747773@143745426-143750400	chr1:143747506-143747773	chr1:143745426-143747506	chr1:143747773-143750400	chr1:143745426-143750400	+	ENSG00000307187.1	ENSG00000307187	annotated	0	0	1		0	2	0	
SE_42954	SE@chr1@143747671-143747773@143745426-143750400	chr1:143747671-143747773	chr1:143745426-143747671	chr1:143747773-143750400	chr1:143745426-143750400	+	ENSG00000307187.1	ENSG00000307187	annotated	0	0	1		0	2	0	
SE_42965	SE@chr1@143875219-143875239@143874823-143880437	chr1:143875219-143875239	chr1:143874823-143875219	chr1:143875239-143880437	chr1:143874823-143880437	+	ENSG00000307137.1	ENSG00000307137	annotated	10	0	0		4	0	0	
SE_42966	SE@chr1@143875219-143876306@143874823-143883295	chr1:143875219-143876306	chr1:143874823-143875219	chr1:143876306-143883295	chr1:143874823-143883295	+	ENSG00000307137.1	ENSG00000307137	annotated	10	0	0		4	0	0	
SE_42967	SE@chr1@143875219-143876306@143874823-143880437	chr1:143875219-143876306	chr1:143874823-143875219	chr1:143876306-143880437	chr1:143874823-143880437	+	ENSG00000307137.1	ENSG00000307137	annotated	10	0	0		4	1	0	
SE_42968	SE@chr1@143875787-143875906@143875239-143876052	chr1:143875787-143875906	chr1:143875239-143875787	chr1:143875906-143876052	chr1:143875239-143876052	+	ENSG00000307137.1	ENSG00000307137	annotated	0	0	7		0	0	4	
SE_42969	SE@chr1@143875787-143876306@143875239-143880437	chr1:143875787-143876306	chr1:143875239-143875787	chr1:143876306-143880437	chr1:143875239-143880437	+	ENSG00000307137.1	ENSG00000307137	annotated	0	0	0		0	1	0	
SE_42972	SE@chr1@143876049-143876306@143875239-143880437	chr1:143876049-143876306	chr1:143875239-143876049	chr1:143876306-143880437	chr1:143875239-143880437	+	ENSG00000307137.1	ENSG00000307137	annotated	0	0	0		0	1	0	
SE_42973	SE@chr1@143876052-143876306@143875239-143880437	chr1:143876052-143876306	chr1:143875239-143876052	chr1:143876306-143880437	chr1:143875239-143880437	+	ENSG00000307137.1	ENSG00000307137	annotated	7	0	0		4	1	0	
SE_42974	SE@chr1@143876052-143876306@143875239-143882113	chr1:143876052-143876306	chr1:143875239-143876052	chr1:143876306-143882113	chr1:143875239-143882113	+	ENSG00000307137.1	ENSG00000307137	annotated	7	0	0		4	0	0	
SE_42975	SE@chr1@143876081-143876306@143875239-143882113	chr1:143876081-143876306	chr1:143875239-143876081	chr1:143876306-143882113	chr1:143875239-143882113	+	ENSG00000307137.1	ENSG00000307137	annotated	0	0	0		1	0	0	
SE_42976	SE@chr1@143876081-143876306@143875239-143880437	chr1:143876081-143876306	chr1:143875239-143876081	chr1:143876306-143880437	chr1:143875239-143880437	+	ENSG00000307137.1	ENSG00000307137	annotated	0	0	0		1	1	0	
SE_42978	SE@chr1@143880437-143880637@143876306-143882113	chr1:143880437-143880637	chr1:143876306-143880437	chr1:143880637-143882113	chr1:143876306-143882113	+	ENSG00000307137.1	ENSG00000307137	annotated	0	0	0		1	0	0	
SE_42979	SE@chr1@143880437-143880691@143874823-143883295	chr1:143880437-143880691	chr1:143874823-143880437	chr1:143880691-143883295	chr1:143874823-143883295	+	ENSG00000307137.1	ENSG00000307137	annotated	0	1	0		0	1	0	
SE_42980	SE@chr1@143880437-143880691@143876306-143883295	chr1:143880437-143880691	chr1:143876306-143880437	chr1:143880691-143883295	chr1:143876306-143883295	+	ENSG00000307137.1	ENSG00000307137	annotated	0	1	0		1	1	0	
SE_42981	SE@chr1@143880437-143880691@143876306-143882113	chr1:143880437-143880691	chr1:143876306-143880437	chr1:143880691-143882113	chr1:143876306-143882113	+	ENSG00000307137.1	ENSG00000307137	annotated	0	1	0		1	0	0	
SE_42982	SE@chr1@143880437-143880691@143875239-143882113	chr1:143880437-143880691	chr1:143875239-143880437	chr1:143880691-143882113	chr1:143875239-143882113	+	ENSG00000307137.1	ENSG00000307137	annotated	0	1	0		0	0	0	
SE_42983	SE@chr1@143882113-143882396@143876306-143883295	chr1:143882113-143882396	chr1:143876306-143882113	chr1:143882396-143883295	chr1:143876306-143883295	+	ENSG00000307137.1	ENSG00000307137	annotated	0	25	0	1.0	0	22	0	1.0
SE_42984	SE@chr1@143882113-143882396@143880691-143883295	chr1:143882113-143882396	chr1:143880691-143882113	chr1:143882396-143883295	chr1:143880691-143883295	+	ENSG00000307137.1	ENSG00000307137	annotated	1	25	1	0.9285714285714286	0	22	1	0.9166666666666666
SE_42985	SE@chr1@143882210-143882396@143880691-143883295	chr1:143882210-143882396	chr1:143880691-143882210	chr1:143882396-143883295	chr1:143880691-143883295	+	ENSG00000307137.1	ENSG00000307137	annotated	0	25	1	0.9259259259259259	0	22	1	0.9166666666666666
SE_42986	SE@chr1@143882251-143882396@143880691-143883295	chr1:143882251-143882396	chr1:143880691-143882251	chr1:143882396-143883295	chr1:143880691-143883295	+	ENSG00000307137.1	ENSG00000307137	annotated	0	25	1	0.9259259259259259	0	22	1	0.9166666666666666
SE_42988	SE@chr1@143964855-143964979@143956481-143968924	chr1:143964855-143964979	chr1:143956481-143964855	chr1:143964979-143968924	chr1:143956481-143968924	-	ENSG00000263513.6	FAM72C	annotated	4	1	0		4	2	0	
SE_42989	SE@chr1@143972945-143973740@143972766-143974544	chr1:143972945-143973740	chr1:143972766-143972945	chr1:143973740-143974544	chr1:143972766-143974544	+	ENSG00000289318.3	ENSG00000289318	annotated	0	0	10	0.0	0	0	14	0.0
SE_42990	SE@chr1@143972960-143973153@143972674-143973368	chr1:143972960-143973153	chr1:143972674-143972960	chr1:143973153-143973368	chr1:143972674-143973368	-	ENSG00000294276.1	ENSG00000294276	annotated	0	0	0		3	0	0	
SE_42991	SE@chr1@143972960-143973177@143972674-143973368	chr1:143972960-143973177	chr1:143972674-143972960	chr1:143973177-143973368	chr1:143972674-143973368	-	ENSG00000294276.1	ENSG00000294276	annotated	0	0	0		3	2	0	
SE_42992	SE@chr1@143973026-143973177@143972674-143973368	chr1:143973026-143973177	chr1:143972674-143973026	chr1:143973177-143973368	chr1:143972674-143973368	-	ENSG00000294276.1	ENSG00000294276	annotated	0	0	0		0	2	0	
SE_42994	SE@chr1@144240922-144241022@144227379-144245238	chr1:144240922-144241022	chr1:144227379-144240922	chr1:144241022-144245238	chr1:144227379-144245238	-	ENSG00000232527.9	LINC02802	annotated	0	0	7		0	0	8	
